refinery_id,rem_name,product,grade,sub_region,yield_pct_2021
DELEK_KROTZ_SPRINGS,Krotz Springs,Gasoil,Medium Sulphur,PADD III,7.50
,Alliance,Gasoil,High Sulphur,PADD III,2.70
PBF_CHALMETTE,Chalmette,Gasoil,High Sulphur,PADD III,0.64
DELEK_KROTZ_SPRINGS,Krotz Springs,Gasoil,High Sulphur,PADD III,22.56
HF_ARTESIA,Navajo (Artesia),Gasoil,High Sulphur,PADD III,6.56
,Alliance,Fuel Oil,Low Sulphur,PADD III,10.04
PHILLIPS_LINDEN,Bayway,Fuel Oil,Low Sulphur,PADD I,0.75
PHILLIPS_BILLINGS,Billings P66,Fuel Oil,Low Sulphur,PADD IV,1.69
WRB_BORGER,Borger,Fuel Oil,Low Sulphur,PADD III,9.48
PBF_CHALMETTE,Chalmette,Fuel Oil,Low Sulphur,PADD III,4.85
SUNCOR_DENVER,Commerce City,Fuel Oil,Low Sulphur,PADD IV,1.67
PEMEX_DEER_PARK,Deer Park,Fuel Oil,Low Sulphur,PADD III,2.09
,East Coast Refining System PBF (Delaware and Paulsboro),Fuel Oil,Low Sulphur,PADD I,5.57
MPC_GALV_BAY,Galveston Bay,Fuel Oil,Low Sulphur,PADD III,0.01
LYONDELLBASELL_HOUSTON,Houston Lyondell,Fuel Oil,Low Sulphur,PADD III,3.20
PAR_EWA_BEACH,Kapolei Par,Fuel Oil,Low Sulphur,PADD V,18.18
MARATHON_NIKISKI,Kenai,Fuel Oil,Low Sulphur,PADD V,1.36
,Los Angeles Marathon,Fuel Oil,Low Sulphur,PADD V,2.85
PHILLIPS_LOS_ANGELES,Los Angeles P66,Fuel Oil,Low Sulphur,PADD V,6.58
MARATHON_MANDAN,Mandan,Fuel Oil,Low Sulphur,PADD II,2.01
HF_ARTESIA,Navajo (Artesia),Fuel Oil,Low Sulphur,PADD III,1.72
CHEVRON_PASADENA,Pasadena,Fuel Oil,Low Sulphur,PADD III,15.99
BIG_NORTH_SLATERVILLE_CANAL,Salt Lake City BigWest,Fuel Oil,Low Sulphur,PADD IV,2.61
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,Fuel Oil,Low Sulphur,PADD IV,2.87
SINCLAIR_SINCLAIR,Sinclair,Fuel Oil,Low Sulphur,PADD IV,1.48
CENOVUS_TOLEDO,Toledo Cenovus,Fuel Oil,Low Sulphur,PADD II,3.11
PBF_TOLEDO,Toledo PBF,Fuel Oil,Low Sulphur,PADD II,2.49
MONROE_TRAINER,Trainer,Fuel Oil,Low Sulphur,PADD I,5.34
VALERO_LOS_ANGELES,Wilmington Valero,Fuel Oil,Low Sulphur,PADD V,3.38
HF_WOODS_CROSS,Woods Cross Holly Corp,Fuel Oil,Low Sulphur,PADD IV,3.84
CVR_WYNNEWOOD,Wynnewood,Fuel Oil,Low Sulphur,PADD II,1.33
,Alliance,Fuel Oil,High Sulphur,PADD III,3.81
MARATHON_ANACORTES,Anacortes Marathon,Fuel Oil,High Sulphur,PADD V,6.94
EXXONMOBIL_BATON_ROUGE,Baton Rouge,Fuel Oil,High Sulphur,PADD III,1.98
XOM_BAYTOWN,Baytown,Fuel Oil,High Sulphur,PADD III,1.99
PHILLIPS_LINDEN,Bayway,Fuel Oil,High Sulphur,PADD I,3.39
EXXONMOBIL_BEAUMONT,Beaumont,Fuel Oil,High Sulphur,PADD III,2.92
VALERO_BENICIA,Benicia,Fuel Oil,High Sulphur,PADD V,3.25
ALON_BIG_SPRINGS,Big Spring,Fuel Oil,High Sulphur,PADD III,1.67
PBF_CHALMETTE,Chalmette,Fuel Oil,High Sulphur,PADD III,7.74
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,Fuel Oil,High Sulphur,PADD III,4.69
,East Coast Refining System PBF (Delaware and Paulsboro),Fuel Oil,High Sulphur,PADD I,6.17
MARATHON_EL_PASO,El Paso,Fuel Oil,High Sulphur,PADD III,1.14
PHILLIPS_FERNDALE,Ferndale P66,Fuel Oil,High Sulphur,PADD V,9.24
MPC_GALV_BAY,Galveston Bay,Fuel Oil,High Sulphur,PADD III,0.28
MARATHON_GARYVILLE,Garyville,Fuel Oil,High Sulphur,PADD III,0.41
VALERO_HOUSTON,Houston Valero,Fuel Oil,High Sulphur,PADD III,5.60
MARATHON_NIKISKI,Kenai,Fuel Oil,High Sulphur,PADD V,20.75
DELEK_KROTZ_SPRINGS,Krotz Springs,Fuel Oil,High Sulphur,PADD III,2.76
CITGO_LAKE_CHARLES,Lake Charles Citgo,Fuel Oil,High Sulphur,PADD III,0.63
VALERO_SUNRAY,McKee,Fuel Oil,High Sulphur,PADD III,2.82
NCRA_MCPHERSON,McPherson,Fuel Oil,High Sulphur,PADD II,2.76
VALERO_MEMPHIS,Memphis,Fuel Oil,High Sulphur,PADD II,4.44
VALERO_MERAUX,Meraux,Fuel Oil,High Sulphur,PADD III,5.48
HF_ARTESIA,Navajo (Artesia),Fuel Oil,High Sulphur,PADD III,0.49
SHELL_NORCO,Norco,Fuel Oil,High Sulphur,PADD III,3.95
PHILLIPS_PONCA_CITY,Ponca City,Fuel Oil,High Sulphur,PADD II,2.91
PLACID_PORT_ALLEN,Port Allen,Fuel Oil,High Sulphur,PADD III,7.64
HF_ANACORTES,Puget Sound,Fuel Oil,High Sulphur,PADD V,2.55
MARATHON_ROBINSON,Robinson,Fuel Oil,High Sulphur,PADD II,8.93
CHEVRON_SALT_LAKE_CITY,Salt Lake City Chevron,Fuel Oil,High Sulphur,PADD IV,1.10
VERTEX_MOBILE,Saraland,Fuel Oil,High Sulphur,PADD III,7.88
PHILLIPS_SWEENY,Sweeny,Fuel Oil,High Sulphur,PADD III,5.20
VALERO_THREE_RIVERS,Three Rivers,Fuel Oil,High Sulphur,PADD III,1.82
PBF_TOLEDO,Toledo PBF,Fuel Oil,High Sulphur,PADD II,3.09
HF_TULSA,Tulsa,Fuel Oil,High Sulphur,PADD II,0.20
DELEK_TYLER,Tyler,Fuel Oil,High Sulphur,PADD III,1.41
UNITED_WARREN,Warren,Fuel Oil,High Sulphur,PADD I,5.37
CENOVUS_WOOD_RIVER,Wood River,Fuel Oil,High Sulphur,PADD II,2.76
VALERO_ARDMORE,Ardmore,Fuel Oil,Very Low Sulphur,PADD II,0.51
MARATHON_CANTON,Canton,Fuel Oil,Very Low Sulphur,PADD II,0.66
FLINT_CORPUS_CHRISTI,Corpus Christi Flint Hills,Fuel Oil,Very Low Sulphur,PADD III,1.37
MARATHON_DETROIT,Detroit,Fuel Oil,Very Low Sulphur,PADD II,0.56
HF_EL_DORADO_KS,El Dorado Frontier,Fuel Oil,Very Low Sulphur,PADD II,0.41
DELEK_EL_DORADO_AR,El Dorado Lion Oil,Fuel Oil,Very Low Sulphur,PADD III,1.17
PHILLIPS_WESTLAKE,Lake Charles P66,Fuel Oil,Very Low Sulphur,PADD III,7.45
HF_ARTESIA,Navajo (Artesia),Fuel Oil,Very Low Sulphur,PADD III,0.18
FLINT_ROSEMOUNT,Pine Bend,Fuel Oil,Very Low Sulphur,PADD II,2.76
CHEVRON_RICHMOND,Richmond,Fuel Oil,Very Low Sulphur,PADD V,1.30
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,Fuel Oil,Very Low Sulphur,PADD IV,3.32
MARATHON_SAINT_PAUL_PARK,St. Paul Park,Fuel Oil,Very Low Sulphur,PADD II,1.14
XOM_BAYTOWN,Baytown,VGO,Low Sulphur,PADD III,0.18
MARATHON_CATLETTSBURG,Catlettsburg,VGO,Low Sulphur,PADD II,2.18
BP_FERNDALE,Cherry Point,VGO,Low Sulphur,PADD V,1.06
VALERO_MERAUX,Meraux,VGO,Low Sulphur,PADD III,1.12
VERTEX_MOBILE,Saraland,VGO,Low Sulphur,PADD III,15.71
EXXONMOBIL_BATON_ROUGE,Baton Rouge,VGO,High Sulphur,PADD III,0.77
XOM_BAYTOWN,Baytown,VGO,High Sulphur,PADD III,0.96
VALERO_BENICIA,Benicia,VGO,High Sulphur,PADD V,9.34
PEMEX_DEER_PARK,Deer Park,VGO,High Sulphur,PADD III,1.48
MARATHON_GARYVILLE,Garyville,VGO,High Sulphur,PADD III,0.22
MARATHON_NIKISKI,Kenai,VGO,High Sulphur,PADD V,3.29
PHILLIPS_WESTLAKE,Lake Charles P66,VGO,High Sulphur,PADD III,2.05
VALERO_MEMPHIS,Memphis,VGO,High Sulphur,PADD II,0.37
CHEVRON_PASADENA,Pasadena,VGO,High Sulphur,PADD III,6.85
,San Francisco (Rodeo and Santa Maria),VGO,High Sulphur,PADD V,1.53
SINCLAIR_SINCLAIR,Sinclair,VGO,High Sulphur,PADD IV,4.85
PHILLIPS_SWEENY,Sweeny,VGO,High Sulphur,PADD III,3.01
VALERO_TEXAS_CITY,Texas City Valero,VGO,High Sulphur,PADD III,1.56
HUNT_TUSCALOOSA,Tuscaloosa,VGO,High Sulphur,PADD III,10.74
EXXONMOBIL_BATON_ROUGE,Baton Rouge,Lubricants,Standard,PADD III,1.05
XOM_BAYTOWN,Baytown,Lubricants,Standard,PADD III,2.91
,East Coast Refining System PBF (Delaware and Paulsboro),Lubricants,Standard,PADD I,1.80
LYONDELLBASELL_HOUSTON,Houston Lyondell,Lubricants,Standard,PADD III,0.47
CHEVRON_PASCAGOULA,Pascagoula,Lubricants,Standard,PADD III,2.08
MOTIVA_PAR,Port Arthur Motiva,Lubricants,Standard,PADD III,3.39
CHEVRON_RICHMOND,Richmond,Lubricants,Standard,PADD V,4.85
CALUMET_SHREVEPORT,Shreveport,Lubricants,Standard,PADD III,10.63
VALERO_THREE_RIVERS,Three Rivers,Lubricants,Standard,PADD III,0.72
HF_TULSA,Tulsa,Lubricants,Standard,PADD II,2.90
VALERO_ARDMORE,Ardmore,Bitumen,Standard,PADD II,8.21
PHILLIPS_LINDEN,Bayway,Bitumen,Standard,PADD I,0.12
VALERO_BENICIA,Benicia,Bitumen,Standard,PADD V,5.48
ALON_BIG_SPRINGS,Big Spring,Bitumen,Standard,PADD III,2.63
PAR_BILLINGS,Billings Par,Bitumen,Standard,PADD IV,17.43
MARATHON_CANTON,Canton,Bitumen,Standard,PADD II,8.81
MARATHON_CATLETTSBURG,Catlettsburg,Bitumen,Standard,PADD II,5.84
SUNCOR_DENVER,Commerce City,Bitumen,Standard,PADD IV,10.91
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,Bitumen,Standard,PADD III,0.58
MARATHON_DETROIT,Detroit,Bitumen,Standard,PADD II,12.05
,East Coast Refining System PBF (Delaware and Paulsboro),Bitumen,Standard,PADD I,1.58
HF_EL_DORADO_KS,El Dorado Frontier,Bitumen,Standard,PADD II,1.45
DELEK_EL_DORADO_AR,El Dorado Lion Oil,Bitumen,Standard,PADD III,9.68
MARATHON_EL_PASO,El Paso,Bitumen,Standard,PADD III,3.08
MPC_GALV_BAY,Galveston Bay,Bitumen,Standard,PADD III,1.06
MARATHON_GARYVILLE,Garyville,Bitumen,Standard,PADD III,1.46
VALERO_HOUSTON,Houston Valero,Bitumen,Standard,PADD III,4.13
EXXONMOBIL_JOLIET,Joliet,Bitumen,Standard,PADD II,1.63
PAR_EWA_BEACH,Kapolei Par,Bitumen,Standard,PADD V,1.46
MARATHON_NIKISKI,Kenai,Bitumen,Standard,PADD V,1.65
CHS_LAUREL,Laurel,Bitumen,Standard,PADD IV,14.01
PBF_MARTINEZ,Martinez PBF,Bitumen,Standard,PADD V,2.54
VALERO_SUNRAY,McKee,Bitumen,Standard,PADD III,3.35
VALERO_MERAUX,Meraux,Bitumen,Standard,PADD III,7.09
HF_ARTESIA,Navajo (Artesia),Bitumen,Standard,PADD III,4.96
CHEVRON_PASCAGOULA,Pascagoula,Bitumen,Standard,PADD III,1.67
FLINT_ROSEMOUNT,Pine Bend,Bitumen,Standard,PADD II,6.13
PLACID_PORT_ALLEN,Port Allen,Bitumen,Standard,PADD III,5.76
TOTAL_PORT_ARTHUR,Port Arthur Total,Bitumen,Standard,PADD III,3.11
CHEVRON_RICHMOND,Richmond,Bitumen,Standard,PADD V,6.30
CALUMET_SHREVEPORT,Shreveport,Bitumen,Standard,PADD III,2.66
SINCLAIR_SINCLAIR,Sinclair,Bitumen,Standard,PADD IV,4.31
MARATHON_SAINT_PAUL_PARK,St. Paul Park,Bitumen,Standard,PADD II,12.31
VALERO_TEXAS_CITY,Texas City Valero,Bitumen,Standard,PADD III,2.01
VALERO_THREE_RIVERS,Three Rivers,Bitumen,Standard,PADD III,4.66
CENOVUS_TOLEDO,Toledo Cenovus,Bitumen,Standard,PADD II,3.89
PBF_TORRANCE,Torrance,Bitumen,Standard,PADD V,7.21
HF_TULSA,Tulsa,Bitumen,Standard,PADD II,4.59
HUNT_TUSCALOOSA,Tuscaloosa,Bitumen,Standard,PADD III,7.87
UNITED_WARREN,Warren,Bitumen,Standard,PADD I,12.21
BP_WHITING,Whiting,Bitumen,Standard,PADD II,4.18
CENOVUS_WOOD_RIVER,Wood River,Bitumen,Standard,PADD II,2.93
HF_WOODS_CROSS,Woods Cross Holly Corp,Bitumen,Standard,PADD IV,1.83
CVR_WYNNEWOOD,Wynnewood,Bitumen,Standard,PADD II,3.39
,Alliance,BTX,Standard,PADD III,5.25
EXXONMOBIL_BATON_ROUGE,Baton Rouge,BTX,Standard,PADD III,2.00
XOM_BAYTOWN,Baytown,BTX,Standard,PADD III,5.96
EXXONMOBIL_BEAUMONT,Beaumont,BTX,Standard,PADD III,3.39
ALON_BIG_SPRINGS,Big Spring,BTX,Standard,PADD III,1.39
MARATHON_CATLETTSBURG,Catlettsburg,BTX,Standard,PADD II,1.22
PBF_CHALMETTE,Chalmette,BTX,Standard,PADD III,3.03
CITGO_CORPUS_CHRISTI,Corpus Christi Citgo,BTX,Standard,PADD III,2.35
FLINT_CORPUS_CHRISTI,Corpus Christi Flint Hills,BTX,Standard,PADD III,4.95
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,BTX,Standard,PADD III,2.93
PEMEX_DEER_PARK,Deer Park,BTX,Standard,PADD III,2.84
,East Coast Refining System PBF (Delaware and Paulsboro),BTX,Standard,PADD I,0.77
HF_EL_DORADO_KS,El Dorado Frontier,BTX,Standard,PADD II,1.00
MPC_GALV_BAY,Galveston Bay,BTX,Standard,PADD III,7.75
LYONDELLBASELL_HOUSTON,Houston Lyondell,BTX,Standard,PADD III,0.73
CITGO_LAKE_CHARLES,Lake Charles Citgo,BTX,Standard,PADD III,3.08
CITGO_LEMONT,Lemont,BTX,Standard,PADD II,1.10
CENOVUS_LIMA,Lima,BTX,Standard,PADD II,4.18
VALERO_MEMPHIS,Memphis,BTX,Standard,PADD II,6.68
CHEVRON_PASCAGOULA,Pascagoula,BTX,Standard,PADD III,1.66
TOTAL_PORT_ARTHUR,Port Arthur Total,BTX,Standard,PADD III,4.76
MARATHON_ROBINSON,Robinson,BTX,Standard,PADD II,0.88
VALERO_SAINT_CHARLES,St. Charles,BTX,Standard,PADD III,3.38
PHILLIPS_SWEENY,Sweeny,BTX,Standard,PADD III,5.09
VALERO_THREE_RIVERS,Three Rivers,BTX,Standard,PADD III,6.41
PBF_TOLEDO,Toledo PBF,BTX,Standard,PADD II,2.43
BP_WHITING,Whiting,BTX,Standard,PADD II,2.34
CENOVUS_WOOD_RIVER,Wood River,BTX,Standard,PADD II,0.84
CVR_WYNNEWOOD,Wynnewood,BTX,Standard,PADD II,0.21
,Alliance,Petroleum Coke,Standard,PADD III,1.39
EXXONMOBIL_BATON_ROUGE,Baton Rouge,Petroleum Coke,Standard,PADD III,3.70
XOM_BAYTOWN,Baytown,Petroleum Coke,Standard,PADD III,2.91
EXXONMOBIL_BEAUMONT,Beaumont,Petroleum Coke,Standard,PADD III,4.19
VALERO_BENICIA,Benicia,Petroleum Coke,Standard,PADD V,2.42
PHILLIPS_BILLINGS,Billings P66,Petroleum Coke,Standard,PADD IV,8.57
PAR_BILLINGS,Billings Par,Petroleum Coke,Standard,PADD IV,1.54
WRB_BORGER,Borger,Petroleum Coke,Standard,PADD III,4.48
PBF_CHALMETTE,Chalmette,Petroleum Coke,Standard,PADD III,2.51
BP_FERNDALE,Cherry Point,Petroleum Coke,Standard,PADD V,3.40
CVR_COFFEYVILLE,Coffeyville,Petroleum Coke,Standard,PADD II,2.74
CITGO_CORPUS_CHRISTI,Corpus Christi Citgo,Petroleum Coke,Standard,PADD III,2.82
FLINT_CORPUS_CHRISTI,Corpus Christi Flint Hills,Petroleum Coke,Standard,PADD III,0.28
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,Petroleum Coke,Standard,PADD III,1.23
PEMEX_DEER_PARK,Deer Park,Petroleum Coke,Standard,PADD III,5.26
MARATHON_DETROIT,Detroit,Petroleum Coke,Standard,PADD II,0.75
,East Coast Refining System PBF (Delaware and Paulsboro),Petroleum Coke,Standard,PADD I,3.08
HF_EL_DORADO_KS,El Dorado Frontier,Petroleum Coke,Standard,PADD II,4.24
CHEVRON_EL_SEGUNDO,El Segundo,Petroleum Coke,Standard,PADD V,6.75
MPC_GALV_BAY,Galveston Bay,Petroleum Coke,Standard,PADD III,0.74
MARATHON_GARYVILLE,Garyville,Petroleum Coke,Standard,PADD III,2.37
LYONDELLBASELL_HOUSTON,Houston Lyondell,Petroleum Coke,Standard,PADD III,9.41
EXXONMOBIL_JOLIET,Joliet,Petroleum Coke,Standard,PADD II,6.07
CITGO_LAKE_CHARLES,Lake Charles Citgo,Petroleum Coke,Standard,PADD III,1.80
PHILLIPS_WESTLAKE,Lake Charles P66,Petroleum Coke,Standard,PADD III,1.44
CHS_LAUREL,Laurel,Petroleum Coke,Standard,PADD IV,6.99
CITGO_LEMONT,Lemont,Petroleum Coke,Standard,PADD II,5.84
CENOVUS_LIMA,Lima,Petroleum Coke,Standard,PADD II,4.20
,Los Angeles Marathon,Petroleum Coke,Standard,PADD V,5.62
PHILLIPS_LOS_ANGELES,Los Angeles P66,Petroleum Coke,Standard,PADD V,6.17
PBF_MARTINEZ,Martinez PBF,Petroleum Coke,Standard,PADD V,2.70
NCRA_MCPHERSON,McPherson,Petroleum Coke,Standard,PADD II,4.72
SHELL_NORCO,Norco,Petroleum Coke,Standard,PADD III,1.95
CHEVRON_PASCAGOULA,Pascagoula,Petroleum Coke,Standard,PADD III,5.15
FLINT_ROSEMOUNT,Pine Bend,Petroleum Coke,Standard,PADD II,6.55
PHILLIPS_PONCA_CITY,Ponca City,Petroleum Coke,Standard,PADD II,3.21
MOTIVA_PAR,Port Arthur Motiva,Petroleum Coke,Standard,PADD III,4.74
TOTAL_PORT_ARTHUR,Port Arthur Total,Petroleum Coke,Standard,PADD III,3.36
VALERO_PORT_ARTHUR,Port Arthur Valero,Petroleum Coke,Standard,PADD III,4.37
HF_ANACORTES,Puget Sound,Petroleum Coke,Standard,PADD V,2.42
MARATHON_ROBINSON,Robinson,Petroleum Coke,Standard,PADD II,3.47
CHEVRON_SALT_LAKE_CITY,Salt Lake City Chevron,Petroleum Coke,Standard,PADD IV,2.25
,San Francisco (Rodeo and Santa Maria),Petroleum Coke,Standard,PADD V,7.94
SINCLAIR_SINCLAIR,Sinclair,Petroleum Coke,Standard,PADD IV,1.16
VALERO_SAINT_CHARLES,St. Charles,Petroleum Coke,Standard,PADD III,4.26
PHILLIPS_SWEENY,Sweeny,Petroleum Coke,Standard,PADD III,4.73
VALERO_TEXAS_CITY,Texas City Valero,Petroleum Coke,Standard,PADD III,5.02
CENOVUS_TOLEDO,Toledo Cenovus,Petroleum Coke,Standard,PADD II,2.82
PBF_TORRANCE,Torrance,Petroleum Coke,Standard,PADD V,4.90
HF_TULSA,Tulsa,Petroleum Coke,Standard,PADD II,0.81
HUNT_TUSCALOOSA,Tuscaloosa,Petroleum Coke,Standard,PADD III,7.22
DELEK_TYLER,Tyler,Petroleum Coke,Standard,PADD III,1.56
BP_WHITING,Whiting,Petroleum Coke,Standard,PADD II,5.33
VALERO_LOS_ANGELES,Wilmington Valero,Petroleum Coke,Standard,PADD V,5.31
CENOVUS_WOOD_RIVER,Wood River,Petroleum Coke,Standard,PADD II,4.61
,Alliance,Sulphur,Standard,PADD III,0.14
MARATHON_ANACORTES,Anacortes Marathon,Sulphur,Standard,PADD V,0.21
VALERO_ARDMORE,Ardmore,Sulphur,Standard,PADD II,0.24
EXXONMOBIL_BATON_ROUGE,Baton Rouge,Sulphur,Standard,PADD III,0.49
XOM_BAYTOWN,Baytown,Sulphur,Standard,PADD III,0.52
PHILLIPS_LINDEN,Bayway,Sulphur,Standard,PADD I,0.15
EXXONMOBIL_BEAUMONT,Beaumont,Sulphur,Standard,PADD III,0.69
VALERO_BENICIA,Benicia,Sulphur,Standard,PADD V,0.39
ALON_BIG_SPRINGS,Big Spring,Sulphur,Standard,PADD III,0.29
PHILLIPS_BILLINGS,Billings P66,Sulphur,Standard,PADD IV,1.39
PAR_BILLINGS,Billings Par,Sulphur,Standard,PADD IV,0.74
WRB_BORGER,Borger,Sulphur,Standard,PADD III,0.71
MARATHON_CANTON,Canton,Sulphur,Standard,PADD II,0.11
MARATHON_CATLETTSBURG,Catlettsburg,Sulphur,Standard,PADD II,0.14
PBF_CHALMETTE,Chalmette,Sulphur,Standard,PADD III,0.53
BP_FERNDALE,Cherry Point,Sulphur,Standard,PADD V,0.46
CVR_COFFEYVILLE,Coffeyville,Sulphur,Standard,PADD II,0.40
SUNCOR_DENVER,Commerce City,Sulphur,Standard,PADD IV,0.65
CITGO_CORPUS_CHRISTI,Corpus Christi Citgo,Sulphur,Standard,PADD III,0.37
FLINT_CORPUS_CHRISTI,Corpus Christi Flint Hills,Sulphur,Standard,PADD III,0.08
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,Sulphur,Standard,PADD III,0.58
PEMEX_DEER_PARK,Deer Park,Sulphur,Standard,PADD III,0.69
MARATHON_DETROIT,Detroit,Sulphur,Standard,PADD II,0.67
,East Coast Refining System PBF (Delaware and Paulsboro),Sulphur,Standard,PADD I,0.81
HF_EL_DORADO_KS,El Dorado Frontier,Sulphur,Standard,PADD II,0.97
DELEK_EL_DORADO_AR,El Dorado Lion Oil,Sulphur,Standard,PADD III,0.12
MARATHON_EL_PASO,El Paso,Sulphur,Standard,PADD III,0.26
CHEVRON_EL_SEGUNDO,El Segundo,Sulphur,Standard,PADD V,0.88
PHILLIPS_FERNDALE,Ferndale P66,Sulphur,Standard,PADD V,0.23
MPC_GALV_BAY,Galveston Bay,Sulphur,Standard,PADD III,0.77
MARATHON_GARYVILLE,Garyville,Sulphur,Standard,PADD III,0.53
LYONDELLBASELL_HOUSTON,Houston Lyondell,Sulphur,Standard,PADD III,1.11
VALERO_HOUSTON,Houston Valero,Sulphur,Standard,PADD III,0.14
EXXONMOBIL_JOLIET,Joliet,Sulphur,Standard,PADD II,0.98
PAR_EWA_BEACH,Kapolei Par,Sulphur,Standard,PADD V,0.07
MARATHON_NIKISKI,Kenai,Sulphur,Standard,PADD V,0.19
DELEK_KROTZ_SPRINGS,Krotz Springs,Sulphur,Standard,PADD III,0.10
CITGO_LAKE_CHARLES,Lake Charles Citgo,Sulphur,Standard,PADD III,0.24
PHILLIPS_WESTLAKE,Lake Charles P66,Sulphur,Standard,PADD III,0.24
CHS_LAUREL,Laurel,Sulphur,Standard,PADD IV,1.12
CITGO_LEMONT,Lemont,Sulphur,Standard,PADD II,1.02
CENOVUS_LIMA,Lima,Sulphur,Standard,PADD II,1.07
,Los Angeles Marathon,Sulphur,Standard,PADD V,0.73
PHILLIPS_LOS_ANGELES,Los Angeles P66,Sulphur,Standard,PADD V,0.96
MARATHON_MANDAN,Mandan,Sulphur,Standard,PADD II,0.11
PBF_MARTINEZ,Martinez PBF,Sulphur,Standard,PADD V,0.27
VALERO_SUNRAY,McKee,Sulphur,Standard,PADD III,0.22
NCRA_MCPHERSON,McPherson,Sulphur,Standard,PADD II,0.66
VALERO_MEMPHIS,Memphis,Sulphur,Standard,PADD II,0.18
VALERO_MERAUX,Meraux,Sulphur,Standard,PADD III,0.29
HF_ARTESIA,Navajo (Artesia),Sulphur,Standard,PADD III,0.42
SHELL_NORCO,Norco,Sulphur,Standard,PADD III,0.27
CHEVRON_PASADENA,Pasadena,Sulphur,Standard,PADD III,0.05
CHEVRON_PASCAGOULA,Pascagoula,Sulphur,Standard,PADD III,0.91
FLINT_ROSEMOUNT,Pine Bend,Sulphur,Standard,PADD II,1.32
PHILLIPS_PONCA_CITY,Ponca City,Sulphur,Standard,PADD II,0.51
PLACID_PORT_ALLEN,Port Allen,Sulphur,Standard,PADD III,0.22
MOTIVA_PAR,Port Arthur Motiva,Sulphur,Standard,PADD III,0.91
TOTAL_PORT_ARTHUR,Port Arthur Total,Sulphur,Standard,PADD III,0.66
VALERO_PORT_ARTHUR,Port Arthur Valero,Sulphur,Standard,PADD III,0.72
HF_ANACORTES,Puget Sound,Sulphur,Standard,PADD V,0.37
CHEVRON_RICHMOND,Richmond,Sulphur,Standard,PADD V,0.95
MARATHON_ROBINSON,Robinson,Sulphur,Standard,PADD II,0.90
BIG_NORTH_SLATERVILLE_CANAL,Salt Lake City BigWest,Sulphur,Standard,PADD IV,0.12
CHEVRON_SALT_LAKE_CITY,Salt Lake City Chevron,Sulphur,Standard,PADD IV,0.27
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,Sulphur,Standard,PADD IV,0.10
,San Francisco (Rodeo and Santa Maria),Sulphur,Standard,PADD V,0.93
VERTEX_MOBILE,Saraland,Sulphur,Standard,PADD III,0.18
CALUMET_SHREVEPORT,Shreveport,Sulphur,Standard,PADD III,0.18
SINCLAIR_SINCLAIR,Sinclair,Sulphur,Standard,PADD IV,0.34
VALERO_SAINT_CHARLES,St. Charles,Sulphur,Standard,PADD III,1.06
MARATHON_SAINT_PAUL_PARK,St. Paul Park,Sulphur,Standard,PADD II,0.29
PHILLIPS_SWEENY,Sweeny,Sulphur,Standard,PADD III,0.77
VALERO_TEXAS_CITY,Texas City Valero,Sulphur,Standard,PADD III,0.95
VALERO_THREE_RIVERS,Three Rivers,Sulphur,Standard,PADD III,0.26
CENOVUS_TOLEDO,Toledo Cenovus,Sulphur,Standard,PADD II,0.44
PBF_TOLEDO,Toledo PBF,Sulphur,Standard,PADD II,0.18
PBF_TORRANCE,Torrance,Sulphur,Standard,PADD V,0.47
MONROE_TRAINER,Trainer,Sulphur,Standard,PADD I,0.16
HF_TULSA,Tulsa,Sulphur,Standard,PADD II,0.17
HUNT_TUSCALOOSA,Tuscaloosa,Sulphur,Standard,PADD III,1.21
DELEK_TYLER,Tyler,Sulphur,Standard,PADD III,0.15
UNITED_WARREN,Warren,Sulphur,Standard,PADD I,0.65
BP_WHITING,Whiting,Sulphur,Standard,PADD II,0.89
VALERO_LOS_ANGELES,Wilmington Valero,Sulphur,Standard,PADD V,0.51
CENOVUS_WOOD_RIVER,Wood River,Sulphur,Standard,PADD II,0.87
HF_WOODS_CROSS,Woods Cross Holly Corp,Sulphur,Standard,PADD IV,0.17
CVR_WYNNEWOOD,Wynnewood,Sulphur,Standard,PADD II,0.13
EXXONMOBIL_BEAUMONT,Beaumont,Propylene,Standard,PADD III,2.37
ALON_BIG_SPRINGS,Big Spring,Propylene,Standard,PADD III,2.40
PEMEX_DEER_PARK,Deer Park,Propylene,Standard,PADD III,1.90
MARATHON_DETROIT,Detroit,Propylene,Standard,PADD II,1.08
MARATHON_GARYVILLE,Garyville,Propylene,Standard,PADD III,1.78
CENOVUS_LIMA,Lima,Propylene,Standard,PADD II,1.85
SHELL_NORCO,Norco,Propylene,Standard,PADD III,0.36
MOTIVA_PAR,Port Arthur Motiva,Propylene,Standard,PADD III,1.46
TOTAL_PORT_ARTHUR,Port Arthur Total,Propylene,Standard,PADD III,2.55
VALERO_TEXAS_CITY,Texas City Valero,Propylene,Standard,PADD III,1.95
