site,refinery_id,month,capacity_kbd
Saint Charles (Norco),VALERO_SAINT_CHARLES,2025-04,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2025-05,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2025-06,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2025-07,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2025-08,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2025-09,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2025-10,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2025-11,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2025-12,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2026-01,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2026-02,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2026-03,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2026-04,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2026-05,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2026-06,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2026-07,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2026-08,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2026-09,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2026-10,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2026-11,215.0
Saint Charles (Norco),VALERO_SAINT_CHARLES,2026-12,215.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2023-01,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2023-02,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2023-03,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2023-04,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2023-05,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2023-06,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2023-07,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2023-08,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2023-09,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2023-10,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2023-11,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2023-12,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2024-01,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2024-02,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2024-03,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2024-04,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2024-05,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2024-06,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2024-07,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2024-08,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2024-09,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2024-10,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2024-11,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2024-12,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2025-01,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2025-02,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2025-03,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2025-04,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2025-05,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2025-06,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2025-07,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2025-08,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2025-09,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2025-10,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2025-11,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2025-12,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2026-01,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2026-02,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2026-03,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2026-04,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2026-05,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2026-06,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2026-07,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2026-08,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2026-09,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2026-10,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2026-11,111.0
Saint Paul Park,MARATHON_SAINT_PAUL_PARK,2026-12,111.0
Saint Rose,SHELL_SAINT_ROSE,2023-01,0.0
Saint Rose,SHELL_SAINT_ROSE,2023-02,0.0
Saint Rose,SHELL_SAINT_ROSE,2023-03,0.0
Saint Rose,SHELL_SAINT_ROSE,2023-04,0.0
Saint Rose,SHELL_SAINT_ROSE,2023-05,0.0
Saint Rose,SHELL_SAINT_ROSE,2023-06,0.0
Saint Rose,SHELL_SAINT_ROSE,2023-07,0.0
Saint Rose,SHELL_SAINT_ROSE,2023-08,0.0
Saint Rose,SHELL_SAINT_ROSE,2023-09,0.0
Saint Rose,SHELL_SAINT_ROSE,2023-10,0.0
Saint Rose,SHELL_SAINT_ROSE,2023-11,0.0
Saint Rose,SHELL_SAINT_ROSE,2023-12,0.0
Saint Rose,SHELL_SAINT_ROSE,2024-01,0.0
Saint Rose,SHELL_SAINT_ROSE,2024-02,0.0
Saint Rose,SHELL_SAINT_ROSE,2024-03,0.0
Saint Rose,SHELL_SAINT_ROSE,2024-04,0.0
Saint Rose,SHELL_SAINT_ROSE,2024-05,0.0
Saint Rose,SHELL_SAINT_ROSE,2024-06,0.0
Saint Rose,SHELL_SAINT_ROSE,2024-07,0.0
Saint Rose,SHELL_SAINT_ROSE,2024-08,0.0
Saint Rose,SHELL_SAINT_ROSE,2024-09,0.0
Saint Rose,SHELL_SAINT_ROSE,2024-10,0.0
Saint Rose,SHELL_SAINT_ROSE,2024-11,0.0
Saint Rose,SHELL_SAINT_ROSE,2024-12,0.0
Saint Rose,SHELL_SAINT_ROSE,2025-01,0.0
Saint Rose,SHELL_SAINT_ROSE,2025-02,0.0
Saint Rose,SHELL_SAINT_ROSE,2025-03,0.0
Saint Rose,SHELL_SAINT_ROSE,2025-04,0.0
Saint Rose,SHELL_SAINT_ROSE,2025-05,0.0
Saint Rose,SHELL_SAINT_ROSE,2025-06,0.0
Saint Rose,SHELL_SAINT_ROSE,2025-07,0.0
Saint Rose,SHELL_SAINT_ROSE,2025-08,0.0
Saint Rose,SHELL_SAINT_ROSE,2025-09,0.0
Saint Rose,SHELL_SAINT_ROSE,2025-10,0.0
Saint Rose,SHELL_SAINT_ROSE,2025-11,0.0
Saint Rose,SHELL_SAINT_ROSE,2025-12,0.0
Saint Rose,SHELL_SAINT_ROSE,2026-01,0.0
Saint Rose,SHELL_SAINT_ROSE,2026-02,0.0
Saint Rose,SHELL_SAINT_ROSE,2026-03,0.0
Saint Rose,SHELL_SAINT_ROSE,2026-04,0.0
Saint Rose,SHELL_SAINT_ROSE,2026-05,0.0
Saint Rose,SHELL_SAINT_ROSE,2026-06,0.0
Saint Rose,SHELL_SAINT_ROSE,2026-07,0.0
Saint Rose,SHELL_SAINT_ROSE,2026-08,0.0
Saint Rose,SHELL_SAINT_ROSE,2026-09,0.0
Saint Rose,SHELL_SAINT_ROSE,2026-10,0.0
Saint Rose,SHELL_SAINT_ROSE,2026-11,0.0
Saint Rose,SHELL_SAINT_ROSE,2026-12,0.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2023-01,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2023-02,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2023-03,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2023-04,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2023-05,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2023-06,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2023-07,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2023-08,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2023-09,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2023-10,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2023-11,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2023-12,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2024-01,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2024-02,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2024-03,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2024-04,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2024-05,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2024-06,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2024-07,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2024-08,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2024-09,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2024-10,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2024-11,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2024-12,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2025-01,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2025-02,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2025-03,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2025-04,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2025-05,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2025-06,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2025-07,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2025-08,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2025-09,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2025-10,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2025-11,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2025-12,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2026-01,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2026-02,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2026-03,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2026-04,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2026-05,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2026-06,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2026-07,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2026-08,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2026-09,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2026-10,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2026-11,55.0
Salt Lake City (CVX),CHEVRON_SALT_LAKE_CITY,2026-12,55.0
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2023-01,69.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2023-02,69.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2023-03,69.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2023-04,69.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2023-05,69.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2023-06,69.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2023-07,69.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2023-08,69.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2023-09,69.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2023-10,69.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2023-11,69.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2023-12,69.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2024-01,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2024-02,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2024-03,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2024-04,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2024-05,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2024-06,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2024-07,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2024-08,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2024-09,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2024-10,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2024-11,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2024-12,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2025-01,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2025-02,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2025-03,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2025-04,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2025-05,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2025-06,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2025-07,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2025-08,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2025-09,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2025-10,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2025-11,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2025-12,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2026-01,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2026-02,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2026-03,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2026-04,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2026-05,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2026-06,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2026-07,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2026-08,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2026-09,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2026-10,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2026-11,72.5
Salt Lake City (MPC),MARATHON_SALT_LAKE_CITY,2026-12,72.5
San Antonio,LAZARUS_SAN_ANTONIO,2023-01,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2023-02,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2023-03,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2023-04,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2023-05,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2023-06,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2023-07,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2023-08,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2023-09,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2023-10,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2023-11,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2023-12,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2024-01,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2024-02,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2024-03,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2024-04,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2024-05,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2024-06,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2024-07,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2024-08,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2024-09,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2024-10,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2024-11,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2024-12,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2025-01,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2025-02,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2025-03,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2025-04,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2025-05,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2025-06,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2025-07,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2025-08,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2025-09,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2025-10,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2025-11,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2025-12,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2026-01,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2026-02,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2026-03,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2026-04,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2026-05,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2026-06,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2026-07,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2026-08,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2026-09,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2026-10,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2026-11,21.0
San Antonio,LAZARUS_SAN_ANTONIO,2026-12,21.0
Sandersville,HUNT_SANDERSVILLE,2023-01,12.5
Sandersville,HUNT_SANDERSVILLE,2023-02,12.5
Sandersville,HUNT_SANDERSVILLE,2023-03,12.5
Sandersville,HUNT_SANDERSVILLE,2023-04,12.5
Sandersville,HUNT_SANDERSVILLE,2023-05,12.5
Sandersville,HUNT_SANDERSVILLE,2023-06,12.5
Sandersville,HUNT_SANDERSVILLE,2023-07,12.5
Sandersville,HUNT_SANDERSVILLE,2023-08,12.5
Sandersville,HUNT_SANDERSVILLE,2023-09,12.5
Sandersville,HUNT_SANDERSVILLE,2023-10,12.5
Sandersville,HUNT_SANDERSVILLE,2023-11,12.5
Sandersville,HUNT_SANDERSVILLE,2023-12,12.5
Sandersville,HUNT_SANDERSVILLE,2024-01,12.5
Sandersville,HUNT_SANDERSVILLE,2024-02,12.5
Sandersville,HUNT_SANDERSVILLE,2024-03,12.5
Sandersville,HUNT_SANDERSVILLE,2024-04,12.5
Sandersville,HUNT_SANDERSVILLE,2024-05,12.5
Sandersville,HUNT_SANDERSVILLE,2024-06,12.5
Sandersville,HUNT_SANDERSVILLE,2024-07,12.5
Sandersville,HUNT_SANDERSVILLE,2024-08,12.5
Sandersville,HUNT_SANDERSVILLE,2024-09,12.5
Sandersville,HUNT_SANDERSVILLE,2024-10,12.5
Sandersville,HUNT_SANDERSVILLE,2024-11,12.5
Sandersville,HUNT_SANDERSVILLE,2024-12,12.5
Sandersville,HUNT_SANDERSVILLE,2025-01,12.5
Sandersville,HUNT_SANDERSVILLE,2025-02,12.5
Sandersville,HUNT_SANDERSVILLE,2025-03,12.5
Sandersville,HUNT_SANDERSVILLE,2025-04,12.5
Sandersville,HUNT_SANDERSVILLE,2025-05,12.5
Sandersville,HUNT_SANDERSVILLE,2025-06,12.5
Sandersville,HUNT_SANDERSVILLE,2025-07,12.5
Sandersville,HUNT_SANDERSVILLE,2025-08,12.5
Sandersville,HUNT_SANDERSVILLE,2025-09,12.5
Sandersville,HUNT_SANDERSVILLE,2025-10,12.5
Sandersville,HUNT_SANDERSVILLE,2025-11,12.5
Sandersville,HUNT_SANDERSVILLE,2025-12,12.5
Sandersville,HUNT_SANDERSVILLE,2026-01,12.5
Sandersville,HUNT_SANDERSVILLE,2026-02,12.5
Sandersville,HUNT_SANDERSVILLE,2026-03,12.5
Sandersville,HUNT_SANDERSVILLE,2026-04,12.5
Sandersville,HUNT_SANDERSVILLE,2026-05,12.5
Sandersville,HUNT_SANDERSVILLE,2026-06,12.5
Sandersville,HUNT_SANDERSVILLE,2026-07,12.5
Sandersville,HUNT_SANDERSVILLE,2026-08,12.5
Sandersville,HUNT_SANDERSVILLE,2026-09,12.5
Sandersville,HUNT_SANDERSVILLE,2026-10,12.5
Sandersville,HUNT_SANDERSVILLE,2026-11,12.5
Sandersville,HUNT_SANDERSVILLE,2026-12,12.5
Santa Maria,,2023-01,10.0
Santa Maria,,2023-02,10.0
Santa Maria,,2023-03,10.0
Santa Maria,,2023-04,10.0
Santa Maria,,2023-05,10.0
Santa Maria,,2023-06,10.0
Santa Maria,,2023-07,10.0
Santa Maria,,2023-08,10.0
Santa Maria,,2023-09,10.0
Santa Maria,,2023-10,10.0
Santa Maria,,2023-11,10.0
Santa Maria,,2023-12,10.0
Santa Maria,,2024-01,10.0
Santa Maria,,2024-02,10.0
Santa Maria,,2024-03,10.0
Santa Maria,,2024-04,10.0
Santa Maria,,2024-05,10.0
Santa Maria,,2024-06,10.0
Santa Maria,,2024-07,10.0
Santa Maria,,2024-08,10.0
Santa Maria,,2024-09,10.0
Santa Maria,,2024-10,10.0
Santa Maria,,2024-11,10.0
Santa Maria,,2024-12,10.0
Santa Maria,,2025-01,10.0
Santa Maria,,2025-02,10.0
Santa Maria,,2025-03,10.0
Santa Maria,,2025-04,10.0
Santa Maria,,2025-05,10.0
Santa Maria,,2025-06,10.0
Santa Maria,,2025-07,10.0
Santa Maria,,2025-08,10.0
Santa Maria,,2025-09,10.0
Santa Maria,,2025-10,10.0
Santa Maria,,2025-11,10.0
Santa Maria,,2025-12,10.0
Santa Maria,,2026-01,10.0
Santa Maria,,2026-02,10.0
Santa Maria,,2026-03,10.0
Santa Maria,,2026-04,10.0
Santa Maria,,2026-05,10.0
Santa Maria,,2026-06,10.0
Santa Maria,,2026-07,10.0
Santa Maria,,2026-08,10.0
Santa Maria,,2026-09,10.0
Santa Maria,,2026-10,10.0
Santa Maria,,2026-11,10.0
Santa Maria,,2026-12,10.0
Santa Maria (Arroyo Grande),,2023-01,46.0
Santa Maria (Arroyo Grande),,2023-02,0.0
Santa Maria (Arroyo Grande),,2023-03,0.0
Santa Maria (Arroyo Grande),,2023-04,0.0
Santa Maria (Arroyo Grande),,2023-05,0.0
Santa Maria (Arroyo Grande),,2023-06,0.0
Santa Maria (Arroyo Grande),,2023-07,0.0
Santa Maria (Arroyo Grande),,2023-08,0.0
Santa Maria (Arroyo Grande),,2023-09,0.0
Santa Maria (Arroyo Grande),,2023-10,0.0
Santa Maria (Arroyo Grande),,2023-11,0.0
Santa Maria (Arroyo Grande),,2023-12,0.0
Santa Maria (Arroyo Grande),,2024-01,0.0
Santa Maria (Arroyo Grande),,2024-02,0.0
Santa Maria (Arroyo Grande),,2024-03,0.0
Santa Maria (Arroyo Grande),,2024-04,0.0
Santa Maria (Arroyo Grande),,2024-05,0.0
Santa Maria (Arroyo Grande),,2024-06,0.0
Santa Maria (Arroyo Grande),,2024-07,0.0
Santa Maria (Arroyo Grande),,2024-08,0.0
Santa Maria (Arroyo Grande),,2024-09,0.0
Santa Maria (Arroyo Grande),,2024-10,0.0
Santa Maria (Arroyo Grande),,2024-11,0.0
Santa Maria (Arroyo Grande),,2024-12,0.0
Santa Maria (Arroyo Grande),,2025-01,0.0
Santa Maria (Arroyo Grande),,2025-02,0.0
Santa Maria (Arroyo Grande),,2025-03,0.0
Santa Maria (Arroyo Grande),,2025-04,0.0
Santa Maria (Arroyo Grande),,2025-05,0.0
Santa Maria (Arroyo Grande),,2025-06,0.0
Santa Maria (Arroyo Grande),,2025-07,0.0
Santa Maria (Arroyo Grande),,2025-08,0.0
Santa Maria (Arroyo Grande),,2025-09,0.0
Santa Maria (Arroyo Grande),,2025-10,0.0
Santa Maria (Arroyo Grande),,2025-11,0.0
Santa Maria (Arroyo Grande),,2025-12,0.0
Santa Maria (Arroyo Grande),,2026-01,0.0
Santa Maria (Arroyo Grande),,2026-02,0.0
Santa Maria (Arroyo Grande),,2026-03,0.0
Santa Maria (Arroyo Grande),,2026-04,0.0
Santa Maria (Arroyo Grande),,2026-05,0.0
Santa Maria (Arroyo Grande),,2026-06,0.0
Santa Maria (Arroyo Grande),,2026-07,0.0
Santa Maria (Arroyo Grande),,2026-08,0.0
Santa Maria (Arroyo Grande),,2026-09,0.0
Santa Maria (Arroyo Grande),,2026-10,0.0
Santa Maria (Arroyo Grande),,2026-11,0.0
Santa Maria (Arroyo Grande),,2026-12,0.0
Saraland,VERTEX_MOBILE,2023-01,91.2
Saraland,VERTEX_MOBILE,2023-02,91.2
Saraland,VERTEX_MOBILE,2023-03,91.2
Saraland,VERTEX_MOBILE,2023-04,91.2
Saraland,VERTEX_MOBILE,2023-05,91.2
Saraland,VERTEX_MOBILE,2023-06,91.2
Saraland,VERTEX_MOBILE,2023-07,91.2
Saraland,VERTEX_MOBILE,2023-08,91.2
Saraland,VERTEX_MOBILE,2023-09,91.2
Saraland,VERTEX_MOBILE,2023-10,91.2
Saraland,VERTEX_MOBILE,2023-11,91.2
Saraland,VERTEX_MOBILE,2023-12,91.2
Saraland,VERTEX_MOBILE,2024-01,91.2
Saraland,VERTEX_MOBILE,2024-02,91.2
Saraland,VERTEX_MOBILE,2024-03,91.2
Saraland,VERTEX_MOBILE,2024-04,91.2
Saraland,VERTEX_MOBILE,2024-05,91.2
Saraland,VERTEX_MOBILE,2024-06,91.2
Saraland,VERTEX_MOBILE,2024-07,91.2
Saraland,VERTEX_MOBILE,2024-08,91.2
Saraland,VERTEX_MOBILE,2024-09,91.2
Saraland,VERTEX_MOBILE,2024-10,91.2
Saraland,VERTEX_MOBILE,2024-11,91.2
Saraland,VERTEX_MOBILE,2024-12,91.2
Saraland,VERTEX_MOBILE,2025-01,91.2
Saraland,VERTEX_MOBILE,2025-02,91.2
Saraland,VERTEX_MOBILE,2025-03,91.2
Saraland,VERTEX_MOBILE,2025-04,91.2
Saraland,VERTEX_MOBILE,2025-05,91.2
Saraland,VERTEX_MOBILE,2025-06,91.2
Saraland,VERTEX_MOBILE,2025-07,91.2
Saraland,VERTEX_MOBILE,2025-08,91.2
Saraland,VERTEX_MOBILE,2025-09,91.2
Saraland,VERTEX_MOBILE,2025-10,91.2
Saraland,VERTEX_MOBILE,2025-11,91.2
Saraland,VERTEX_MOBILE,2025-12,91.2
