site,refinery_id,month,capacity_kbd
Denver (Commerce City),SUNCOR_DENVER,2026-03,98.0
Denver (Commerce City),SUNCOR_DENVER,2026-04,98.0
Denver (Commerce City),SUNCOR_DENVER,2026-05,98.0
Denver (Commerce City),SUNCOR_DENVER,2026-06,98.0
Denver (Commerce City),SUNCOR_DENVER,2026-07,98.0
Denver (Commerce City),SUNCOR_DENVER,2026-08,98.0
Denver (Commerce City),SUNCOR_DENVER,2026-09,98.0
Denver (Commerce City),SUNCOR_DENVER,2026-10,98.0
Denver (Commerce City),SUNCOR_DENVER,2026-11,98.0
Denver (Commerce City),SUNCOR_DENVER,2026-12,98.0
Detroit,MARATHON_DETROIT,2023-01,140.0
Detroit,MARATHON_DETROIT,2023-02,140.0
Detroit,MARATHON_DETROIT,2023-03,140.0
Detroit,MARATHON_DETROIT,2023-04,140.0
Detroit,MARATHON_DETROIT,2023-05,140.0
Detroit,MARATHON_DETROIT,2023-06,140.0
Detroit,MARATHON_DETROIT,2023-07,140.0
Detroit,MARATHON_DETROIT,2023-08,140.0
Detroit,MARATHON_DETROIT,2023-09,140.0
Detroit,MARATHON_DETROIT,2023-10,140.0
Detroit,MARATHON_DETROIT,2023-11,140.0
Detroit,MARATHON_DETROIT,2023-12,140.0
Detroit,MARATHON_DETROIT,2024-01,140.0
Detroit,MARATHON_DETROIT,2024-02,140.0
Detroit,MARATHON_DETROIT,2024-03,140.0
Detroit,MARATHON_DETROIT,2024-04,140.0
Detroit,MARATHON_DETROIT,2024-05,140.0
Detroit,MARATHON_DETROIT,2024-06,140.0
Detroit,MARATHON_DETROIT,2024-07,140.0
Detroit,MARATHON_DETROIT,2024-08,140.0
Detroit,MARATHON_DETROIT,2024-09,140.0
Detroit,MARATHON_DETROIT,2024-10,140.0
Detroit,MARATHON_DETROIT,2024-11,140.0
Detroit,MARATHON_DETROIT,2024-12,140.0
Detroit,MARATHON_DETROIT,2025-01,140.0
Detroit,MARATHON_DETROIT,2025-02,140.0
Detroit,MARATHON_DETROIT,2025-03,140.0
Detroit,MARATHON_DETROIT,2025-04,140.0
Detroit,MARATHON_DETROIT,2025-05,140.0
Detroit,MARATHON_DETROIT,2025-06,140.0
Detroit,MARATHON_DETROIT,2025-07,140.0
Detroit,MARATHON_DETROIT,2025-08,140.0
Detroit,MARATHON_DETROIT,2025-09,140.0
Detroit,MARATHON_DETROIT,2025-10,140.0
Detroit,MARATHON_DETROIT,2025-11,140.0
Detroit,MARATHON_DETROIT,2025-12,140.0
Detroit,MARATHON_DETROIT,2026-01,140.0
Detroit,MARATHON_DETROIT,2026-02,140.0
Detroit,MARATHON_DETROIT,2026-03,140.0
Detroit,MARATHON_DETROIT,2026-04,140.0
Detroit,MARATHON_DETROIT,2026-05,140.0
Detroit,MARATHON_DETROIT,2026-06,140.0
Detroit,MARATHON_DETROIT,2026-07,140.0
Detroit,MARATHON_DETROIT,2026-08,140.0
Detroit,MARATHON_DETROIT,2026-09,140.0
Detroit,MARATHON_DETROIT,2026-10,140.0
Detroit,MARATHON_DETROIT,2026-11,140.0
Detroit,MARATHON_DETROIT,2026-12,140.0
Dickinson,,2023-01,0.0
Dickinson,,2023-02,0.0
Dickinson,,2023-03,0.0
Dickinson,,2023-04,0.0
Dickinson,,2023-05,0.0
Dickinson,,2023-06,0.0
Dickinson,,2023-07,0.0
Dickinson,,2023-08,0.0
Dickinson,,2023-09,0.0
Dickinson,,2023-10,0.0
Dickinson,,2023-11,0.0
Dickinson,,2023-12,0.0
Dickinson,,2024-01,0.0
Dickinson,,2024-02,0.0
Dickinson,,2024-03,0.0
Dickinson,,2024-04,0.0
Dickinson,,2024-05,0.0
Dickinson,,2024-06,0.0
Dickinson,,2024-07,0.0
Dickinson,,2024-08,0.0
Dickinson,,2024-09,0.0
Dickinson,,2024-10,0.0
Dickinson,,2024-11,0.0
Dickinson,,2024-12,0.0
Dickinson,,2025-01,0.0
Dickinson,,2025-02,0.0
Dickinson,,2025-03,0.0
Dickinson,,2025-04,0.0
Dickinson,,2025-05,0.0
Dickinson,,2025-06,0.0
Dickinson,,2025-07,0.0
Dickinson,,2025-08,0.0
Dickinson,,2025-09,0.0
Dickinson,,2025-10,0.0
Dickinson,,2025-11,0.0
Dickinson,,2025-12,0.0
Dickinson,,2026-01,0.0
Dickinson,,2026-02,0.0
Dickinson,,2026-03,0.0
Dickinson,,2026-04,0.0
Dickinson,,2026-05,0.0
Dickinson,,2026-06,0.0
Dickinson,,2026-07,0.0
Dickinson,,2026-08,0.0
Dickinson,,2026-09,0.0
Dickinson,,2026-10,0.0
Dickinson,,2026-11,0.0
Dickinson,,2026-12,0.0
Douglas,SLATE_DOUGLAS,2023-01,0.0
Douglas,SLATE_DOUGLAS,2023-02,0.0
Douglas,SLATE_DOUGLAS,2023-03,0.0
Douglas,SLATE_DOUGLAS,2023-04,0.0
Douglas,SLATE_DOUGLAS,2023-05,0.0
Douglas,SLATE_DOUGLAS,2023-06,0.0
Douglas,SLATE_DOUGLAS,2023-07,0.0
Douglas,SLATE_DOUGLAS,2023-08,0.0
Douglas,SLATE_DOUGLAS,2023-09,0.0
Douglas,SLATE_DOUGLAS,2023-10,0.0
Douglas,SLATE_DOUGLAS,2023-11,0.0
Douglas,SLATE_DOUGLAS,2023-12,0.0
Douglas,SLATE_DOUGLAS,2024-01,0.0
Douglas,SLATE_DOUGLAS,2024-02,0.0
Douglas,SLATE_DOUGLAS,2024-03,0.0
Douglas,SLATE_DOUGLAS,2024-04,0.0
Douglas,SLATE_DOUGLAS,2024-05,0.0
Douglas,SLATE_DOUGLAS,2024-06,0.0
Douglas,SLATE_DOUGLAS,2024-07,0.0
Douglas,SLATE_DOUGLAS,2024-08,0.0
Douglas,SLATE_DOUGLAS,2024-09,0.0
Douglas,SLATE_DOUGLAS,2024-10,0.0
Douglas,SLATE_DOUGLAS,2024-11,0.0
Douglas,SLATE_DOUGLAS,2024-12,0.0
Douglas,SLATE_DOUGLAS,2025-01,0.0
Douglas,SLATE_DOUGLAS,2025-02,0.0
Douglas,SLATE_DOUGLAS,2025-03,0.0
Douglas,SLATE_DOUGLAS,2025-04,0.0
Douglas,SLATE_DOUGLAS,2025-05,0.0
Douglas,SLATE_DOUGLAS,2025-06,0.0
Douglas,SLATE_DOUGLAS,2025-07,0.0
Douglas,SLATE_DOUGLAS,2025-08,0.0
Douglas,SLATE_DOUGLAS,2025-09,0.0
Douglas,SLATE_DOUGLAS,2025-10,0.0
Douglas,SLATE_DOUGLAS,2025-11,0.0
Douglas,SLATE_DOUGLAS,2025-12,0.0
Douglas,SLATE_DOUGLAS,2026-01,0.0
Douglas,SLATE_DOUGLAS,2026-02,0.0
Douglas,SLATE_DOUGLAS,2026-03,0.0
Douglas,SLATE_DOUGLAS,2026-04,0.0
Douglas,SLATE_DOUGLAS,2026-05,0.0
Douglas,SLATE_DOUGLAS,2026-06,0.0
Douglas,SLATE_DOUGLAS,2026-07,0.0
Douglas,SLATE_DOUGLAS,2026-08,0.0
Douglas,SLATE_DOUGLAS,2026-09,0.0
Douglas,SLATE_DOUGLAS,2026-10,0.0
Douglas,SLATE_DOUGLAS,2026-11,0.0
Douglas,SLATE_DOUGLAS,2026-12,0.0
Eagle Springs (Ely),FORELAND_TONOPAH,2023-01,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2023-02,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2023-03,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2023-04,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2023-05,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2023-06,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2023-07,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2023-08,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2023-09,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2023-10,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2023-11,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2023-12,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2024-01,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2024-02,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2024-03,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2024-04,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2024-05,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2024-06,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2024-07,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2024-08,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2024-09,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2024-10,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2024-11,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2024-12,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2025-01,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2025-02,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2025-03,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2025-04,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2025-05,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2025-06,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2025-07,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2025-08,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2025-09,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2025-10,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2025-11,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2025-12,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2026-01,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2026-02,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2026-03,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2026-04,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2026-05,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2026-06,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2026-07,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2026-08,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2026-09,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2026-10,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2026-11,5.0
Eagle Springs (Ely),FORELAND_TONOPAH,2026-12,5.0
El Dorado (AR),DELEK_EL_DORADO_AR,2023-01,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2023-02,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2023-03,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2023-04,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2023-05,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2023-06,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2023-07,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2023-08,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2023-09,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2023-10,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2023-11,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2023-12,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2024-01,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2024-02,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2024-03,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2024-04,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2024-05,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2024-06,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2024-07,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2024-08,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2024-09,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2024-10,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2024-11,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2024-12,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2025-01,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2025-02,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2025-03,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2025-04,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2025-05,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2025-06,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2025-07,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2025-08,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2025-09,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2025-10,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2025-11,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2025-12,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2026-01,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2026-02,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2026-03,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2026-04,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2026-05,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2026-06,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2026-07,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2026-08,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2026-09,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2026-10,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2026-11,80.0
El Dorado (AR),DELEK_EL_DORADO_AR,2026-12,80.0
El Dorado (KS),HF_EL_DORADO_KS,2023-01,135.0
El Dorado (KS),HF_EL_DORADO_KS,2023-02,135.0
El Dorado (KS),HF_EL_DORADO_KS,2023-03,135.0
El Dorado (KS),HF_EL_DORADO_KS,2023-04,135.0
El Dorado (KS),HF_EL_DORADO_KS,2023-05,135.0
El Dorado (KS),HF_EL_DORADO_KS,2023-06,135.0
El Dorado (KS),HF_EL_DORADO_KS,2023-07,135.0
El Dorado (KS),HF_EL_DORADO_KS,2023-08,135.0
El Dorado (KS),HF_EL_DORADO_KS,2023-09,135.0
El Dorado (KS),HF_EL_DORADO_KS,2023-10,135.0
El Dorado (KS),HF_EL_DORADO_KS,2023-11,135.0
El Dorado (KS),HF_EL_DORADO_KS,2023-12,135.0
El Dorado (KS),HF_EL_DORADO_KS,2024-01,135.0
El Dorado (KS),HF_EL_DORADO_KS,2024-02,135.0
El Dorado (KS),HF_EL_DORADO_KS,2024-03,135.0
El Dorado (KS),HF_EL_DORADO_KS,2024-04,135.0
El Dorado (KS),HF_EL_DORADO_KS,2024-05,135.0
El Dorado (KS),HF_EL_DORADO_KS,2024-06,135.0
El Dorado (KS),HF_EL_DORADO_KS,2024-07,135.0
El Dorado (KS),HF_EL_DORADO_KS,2024-08,135.0
El Dorado (KS),HF_EL_DORADO_KS,2024-09,135.0
El Dorado (KS),HF_EL_DORADO_KS,2024-10,135.0
El Dorado (KS),HF_EL_DORADO_KS,2024-11,135.0
El Dorado (KS),HF_EL_DORADO_KS,2024-12,135.0
El Dorado (KS),HF_EL_DORADO_KS,2025-01,135.0
El Dorado (KS),HF_EL_DORADO_KS,2025-02,135.0
El Dorado (KS),HF_EL_DORADO_KS,2025-03,135.0
El Dorado (KS),HF_EL_DORADO_KS,2025-04,135.0
El Dorado (KS),HF_EL_DORADO_KS,2025-05,135.0
El Dorado (KS),HF_EL_DORADO_KS,2025-06,135.0
El Dorado (KS),HF_EL_DORADO_KS,2025-07,135.0
El Dorado (KS),HF_EL_DORADO_KS,2025-08,135.0
El Dorado (KS),HF_EL_DORADO_KS,2025-09,135.0
El Dorado (KS),HF_EL_DORADO_KS,2025-10,135.0
El Dorado (KS),HF_EL_DORADO_KS,2025-11,135.0
El Dorado (KS),HF_EL_DORADO_KS,2025-12,135.0
El Dorado (KS),HF_EL_DORADO_KS,2026-01,135.0
El Dorado (KS),HF_EL_DORADO_KS,2026-02,135.0
El Dorado (KS),HF_EL_DORADO_KS,2026-03,135.0
El Dorado (KS),HF_EL_DORADO_KS,2026-04,135.0
El Dorado (KS),HF_EL_DORADO_KS,2026-05,135.0
El Dorado (KS),HF_EL_DORADO_KS,2026-06,135.0
El Dorado (KS),HF_EL_DORADO_KS,2026-07,135.0
El Dorado (KS),HF_EL_DORADO_KS,2026-08,135.0
El Dorado (KS),HF_EL_DORADO_KS,2026-09,135.0
El Dorado (KS),HF_EL_DORADO_KS,2026-10,135.0
El Dorado (KS),HF_EL_DORADO_KS,2026-11,135.0
El Dorado (KS),HF_EL_DORADO_KS,2026-12,135.0
El Paso,MARATHON_EL_PASO,2023-01,133.0
El Paso,MARATHON_EL_PASO,2023-02,133.0
El Paso,MARATHON_EL_PASO,2023-03,133.0
El Paso,MARATHON_EL_PASO,2023-04,133.0
El Paso,MARATHON_EL_PASO,2023-05,133.0
El Paso,MARATHON_EL_PASO,2023-06,133.0
El Paso,MARATHON_EL_PASO,2023-07,133.0
El Paso,MARATHON_EL_PASO,2023-08,133.0
El Paso,MARATHON_EL_PASO,2023-09,133.0
El Paso,MARATHON_EL_PASO,2023-10,133.0
El Paso,MARATHON_EL_PASO,2023-11,133.0
El Paso,MARATHON_EL_PASO,2023-12,133.0
El Paso,MARATHON_EL_PASO,2024-01,133.0
El Paso,MARATHON_EL_PASO,2024-02,133.0
El Paso,MARATHON_EL_PASO,2024-03,133.0
El Paso,MARATHON_EL_PASO,2024-04,133.0
El Paso,MARATHON_EL_PASO,2024-05,133.0
El Paso,MARATHON_EL_PASO,2024-06,133.0
El Paso,MARATHON_EL_PASO,2024-07,133.0
El Paso,MARATHON_EL_PASO,2024-08,133.0
El Paso,MARATHON_EL_PASO,2024-09,133.0
El Paso,MARATHON_EL_PASO,2024-10,133.0
El Paso,MARATHON_EL_PASO,2024-11,133.0
El Paso,MARATHON_EL_PASO,2024-12,133.0
El Paso,MARATHON_EL_PASO,2025-01,133.0
El Paso,MARATHON_EL_PASO,2025-02,133.0
El Paso,MARATHON_EL_PASO,2025-03,133.0
El Paso,MARATHON_EL_PASO,2025-04,133.0
El Paso,MARATHON_EL_PASO,2025-05,133.0
El Paso,MARATHON_EL_PASO,2025-06,133.0
El Paso,MARATHON_EL_PASO,2025-07,133.0
El Paso,MARATHON_EL_PASO,2025-08,133.0
El Paso,MARATHON_EL_PASO,2025-09,133.0
El Paso,MARATHON_EL_PASO,2025-10,133.0
El Paso,MARATHON_EL_PASO,2025-11,133.0
El Paso,MARATHON_EL_PASO,2025-12,133.0
El Paso,MARATHON_EL_PASO,2026-01,133.0
El Paso,MARATHON_EL_PASO,2026-02,133.0
El Paso,MARATHON_EL_PASO,2026-03,133.0
El Paso,MARATHON_EL_PASO,2026-04,133.0
El Paso,MARATHON_EL_PASO,2026-05,133.0
El Paso,MARATHON_EL_PASO,2026-06,133.0
El Paso,MARATHON_EL_PASO,2026-07,133.0
El Paso,MARATHON_EL_PASO,2026-08,133.0
El Paso,MARATHON_EL_PASO,2026-09,133.0
El Paso,MARATHON_EL_PASO,2026-10,133.0
El Paso,MARATHON_EL_PASO,2026-11,133.0
El Paso,MARATHON_EL_PASO,2026-12,133.0
El Segundo,CHEVRON_EL_SEGUNDO,2023-01,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2023-02,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2023-03,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2023-04,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2023-05,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2023-06,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2023-07,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2023-08,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2023-09,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2023-10,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2023-11,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2023-12,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2024-01,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2024-02,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2024-03,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2024-04,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2024-05,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2024-06,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2024-07,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2024-08,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2024-09,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2024-10,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2024-11,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2024-12,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2025-01,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2025-02,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2025-03,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2025-04,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2025-05,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2025-06,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2025-07,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2025-08,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2025-09,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2025-10,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2025-11,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2025-12,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2026-01,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2026-02,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2026-03,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2026-04,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2026-05,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2026-06,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2026-07,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2026-08,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2026-09,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2026-10,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2026-11,290.5
El Segundo,CHEVRON_EL_SEGUNDO,2026-12,290.5
Evanston,WYOMING_EVANSTON,2023-01,3.4
Evanston,WYOMING_EVANSTON,2023-02,3.4
Evanston,WYOMING_EVANSTON,2023-03,3.4
Evanston,WYOMING_EVANSTON,2023-04,3.4
Evanston,WYOMING_EVANSTON,2023-05,3.4
Evanston,WYOMING_EVANSTON,2023-06,3.4
Evanston,WYOMING_EVANSTON,2023-07,3.4
Evanston,WYOMING_EVANSTON,2023-08,3.4
Evanston,WYOMING_EVANSTON,2023-09,3.4
Evanston,WYOMING_EVANSTON,2023-10,3.4
Evanston,WYOMING_EVANSTON,2023-11,3.4
Evanston,WYOMING_EVANSTON,2023-12,3.4
Evanston,WYOMING_EVANSTON,2024-01,3.4
Evanston,WYOMING_EVANSTON,2024-02,3.4
Evanston,WYOMING_EVANSTON,2024-03,3.4
Evanston,WYOMING_EVANSTON,2024-04,3.4
Evanston,WYOMING_EVANSTON,2024-05,3.4
Evanston,WYOMING_EVANSTON,2024-06,3.4
Evanston,WYOMING_EVANSTON,2024-07,3.4
Evanston,WYOMING_EVANSTON,2024-08,3.4
Evanston,WYOMING_EVANSTON,2024-09,3.4
Evanston,WYOMING_EVANSTON,2024-10,3.4
Evanston,WYOMING_EVANSTON,2024-11,3.4
Evanston,WYOMING_EVANSTON,2024-12,3.4
Evanston,WYOMING_EVANSTON,2025-01,3.4
Evanston,WYOMING_EVANSTON,2025-02,3.4
Evanston,WYOMING_EVANSTON,2025-03,3.4
Evanston,WYOMING_EVANSTON,2025-04,3.4
Evanston,WYOMING_EVANSTON,2025-05,3.4
Evanston,WYOMING_EVANSTON,2025-06,3.4
Evanston,WYOMING_EVANSTON,2025-07,3.4
Evanston,WYOMING_EVANSTON,2025-08,3.4
Evanston,WYOMING_EVANSTON,2025-09,3.4
Evanston,WYOMING_EVANSTON,2025-10,3.4
Evanston,WYOMING_EVANSTON,2025-11,3.4
Evanston,WYOMING_EVANSTON,2025-12,3.4
Evanston,WYOMING_EVANSTON,2026-01,3.4
Evanston,WYOMING_EVANSTON,2026-02,3.4
Evanston,WYOMING_EVANSTON,2026-03,3.4
Evanston,WYOMING_EVANSTON,2026-04,3.4
Evanston,WYOMING_EVANSTON,2026-05,3.4
Evanston,WYOMING_EVANSTON,2026-06,3.4
Evanston,WYOMING_EVANSTON,2026-07,3.4
Evanston,WYOMING_EVANSTON,2026-08,3.4
Evanston,WYOMING_EVANSTON,2026-09,3.4
Evanston,WYOMING_EVANSTON,2026-10,3.4
Evanston,WYOMING_EVANSTON,2026-11,3.4
Evanston,WYOMING_EVANSTON,2026-12,3.4
Ferndale,PHILLIPS_FERNDALE,2023-01,105.0
Ferndale,PHILLIPS_FERNDALE,2023-02,105.0
Ferndale,PHILLIPS_FERNDALE,2023-03,105.0
Ferndale,PHILLIPS_FERNDALE,2023-04,105.0
Ferndale,PHILLIPS_FERNDALE,2023-05,105.0
Ferndale,PHILLIPS_FERNDALE,2023-06,105.0
Ferndale,PHILLIPS_FERNDALE,2023-07,105.0
Ferndale,PHILLIPS_FERNDALE,2023-08,105.0
Ferndale,PHILLIPS_FERNDALE,2023-09,105.0
Ferndale,PHILLIPS_FERNDALE,2023-10,105.0
Ferndale,PHILLIPS_FERNDALE,2023-11,105.0
Ferndale,PHILLIPS_FERNDALE,2023-12,105.0
Ferndale,PHILLIPS_FERNDALE,2024-01,105.0
Ferndale,PHILLIPS_FERNDALE,2024-02,105.0
Ferndale,PHILLIPS_FERNDALE,2024-03,105.0
Ferndale,PHILLIPS_FERNDALE,2024-04,105.0
Ferndale,PHILLIPS_FERNDALE,2024-05,105.0
Ferndale,PHILLIPS_FERNDALE,2024-06,105.0
Ferndale,PHILLIPS_FERNDALE,2024-07,105.0
Ferndale,PHILLIPS_FERNDALE,2024-08,105.0
Ferndale,PHILLIPS_FERNDALE,2024-09,105.0
Ferndale,PHILLIPS_FERNDALE,2024-10,105.0
Ferndale,PHILLIPS_FERNDALE,2024-11,105.0
Ferndale,PHILLIPS_FERNDALE,2024-12,105.0
Ferndale,PHILLIPS_FERNDALE,2025-01,105.0
Ferndale,PHILLIPS_FERNDALE,2025-02,105.0
Ferndale,PHILLIPS_FERNDALE,2025-03,105.0
Ferndale,PHILLIPS_FERNDALE,2025-04,105.0
Ferndale,PHILLIPS_FERNDALE,2025-05,105.0
Ferndale,PHILLIPS_FERNDALE,2025-06,105.0
Ferndale,PHILLIPS_FERNDALE,2025-07,105.0
Ferndale,PHILLIPS_FERNDALE,2025-08,105.0
Ferndale,PHILLIPS_FERNDALE,2025-09,105.0
Ferndale,PHILLIPS_FERNDALE,2025-10,105.0
Ferndale,PHILLIPS_FERNDALE,2025-11,105.0
Ferndale,PHILLIPS_FERNDALE,2025-12,105.0
Ferndale,PHILLIPS_FERNDALE,2026-01,105.0
Ferndale,PHILLIPS_FERNDALE,2026-02,105.0
Ferndale,PHILLIPS_FERNDALE,2026-03,105.0
Ferndale,PHILLIPS_FERNDALE,2026-04,105.0
Ferndale,PHILLIPS_FERNDALE,2026-05,105.0
Ferndale,PHILLIPS_FERNDALE,2026-06,105.0
Ferndale,PHILLIPS_FERNDALE,2026-07,105.0
Ferndale,PHILLIPS_FERNDALE,2026-08,105.0
Ferndale,PHILLIPS_FERNDALE,2026-09,105.0
Ferndale,PHILLIPS_FERNDALE,2026-10,105.0
