refinery_id,rem_name,year,feedstock,to_unit,kbd,vol_pct,api,api_type,sulfur_wt_pct,sulfur_type
PHILLIPS_LINDEN,Bayway,2017,Atres,VDU,4.33,1.637,16.86,Heavy,3.06,High
PHILLIPS_LINDEN,Bayway,2020,VGO - High Sulphur,FCC,1.0,0.482,24.15,Heavy,1.60,High
LYONDELLBASELL_HOUSTON,Houston Lyondell,2017,Atres,VDU,4.75,1.889,16.86,Heavy,3.06,High
LYONDELLBASELL_HOUSTON,Houston Lyondell,2017,VGO - Low Sulphur,FCC,0.81,0.321,24.91,Heavy,0.00,Low
LYONDELLBASELL_HOUSTON,Houston Lyondell,2018,VGO - Low Sulphur,FCC,39.84,13.699,24.91,Heavy,0.00,Low
LYONDELLBASELL_HOUSTON,Houston Lyondell,2019,Atres,VDU,30.0,9.238,16.86,Heavy,3.06,High
LYONDELLBASELL_HOUSTON,Houston Lyondell,2019,Reformate,BTX,19.66,6.056,38.80,Light,,High
LYONDELLBASELL_HOUSTON,Houston Lyondell,2019,VGO - Low Sulphur,FCC,7.5,2.31,24.91,Heavy,0.00,Low
LYONDELLBASELL_HOUSTON,Houston Lyondell,2020,Atres - High Sulphur,VDU,4.75,2.073,16.86,Heavy,3.06,High
LYONDELLBASELL_HOUSTON,Houston Lyondell,2020,VGO - Low Sulphur,FCC,0.81,0.353,27.19,Heavy,0.50,Medium
LYONDELLBASELL_HOUSTON,Houston Lyondell,2021,Atres - High Sulphur,VDU,7.0,2.896,16.86,Heavy,3.06,High
LYONDELLBASELL_HOUSTON,Houston Lyondell,2021,VGO - Low Sulphur,FCC,4.0,1.655,27.19,Heavy,0.50,Medium
LYONDELLBASELL_HOUSTON,Houston Lyondell,2022,Atres - High Sulphur,VDU,7.0,2.863,16.86,Heavy,3.06,High
LYONDELLBASELL_HOUSTON,Houston Lyondell,2018,Atres,VDU,20.0,6.877,16.86,Heavy,3.06,High
SHELL_NORCO,Norco,2022,VGO - Low Sulphur,FCC,32.42,12.315,22.30,Heavy,0.50,Medium
SHELL_NORCO,Norco,2023,I-Butane,IC4imports,2.72,1.208,120.01,Light,,High
SHELL_NORCO,Norco,2022,I-Butane,IC4imports,3.42,1.299,120.01,Light,,High
SHELL_NORCO,Norco,2021,VGO - Low Sulphur,FCC,32.42,20.184,22.30,Heavy,0.50,Medium
SHELL_NORCO,Norco,2021,I-Butane,IC4imports,3.22,2.003,120.01,Light,,High
SHELL_NORCO,Norco,2020,VGO - Low Sulphur,FCC,32.67,14.87,22.30,Heavy,0.50,Medium
SHELL_NORCO,Norco,2020,I-Butane,IC4imports,3.43,1.56,120.01,Light,,High
SHELL_NORCO,Norco,2019,VGO - Low Sulphur,LVGO Spl,37.0,13.471,22.30,Heavy,0.50,Medium
SHELL_NORCO,Norco,2018,VGO - Low Sulphur,LVGO Spl,32.67,12.012,22.30,Heavy,0.50,Medium
SHELL_NORCO,Norco,2017,VGO - Low Sulphur,LVGO Spl,32.67,12.438,22.30,Heavy,0.50,Medium
SHELL_NORCO,Norco,2023,VGO - Low Sulphur,RFCC,23.0,10.207,22.30,Heavy,0.50,Medium
SHELL_NORCO,Norco,2024,VGO - Low Sulphur,RFCC,7.0,2.977,22.30,Heavy,0.50,Medium
SHELL_NORCO,Norco,2024,I-Butane,IC4imports,1.8,0.766,120.01,Light,,High
CHEVRON_PASCAGOULA,Pascagoula,2022,Atres - High Sulphur,VDU,20.0,5.818,16.86,Heavy,3.06,High
CHEVRON_PASCAGOULA,Pascagoula,2020,Atres - High Sulphur,VDU,23.91,7.084,16.86,Heavy,3.06,High
CHEVRON_PASCAGOULA,Pascagoula,2023,VGO - Low Sulphur,DHCU,3.0,0.8,27.19,Heavy,0.50,Medium
CHEVRON_PASCAGOULA,Pascagoula,2023,I-Butane,IC4Imports,0.77,0.206,120.01,Light,,High
CHEVRON_PASCAGOULA,Pascagoula,2023,Atres - High Sulphur,VDU,25.0,6.671,16.86,Heavy,3.06,High
CHEVRON_PASCAGOULA,Pascagoula,2022,VGO - Low Sulphur,DHCU,3.0,0.873,27.19,Heavy,0.50,Medium
CHEVRON_PASCAGOULA,Pascagoula,2022,I-Butane,IC4Imports,0.75,0.217,120.01,Light,,High
CHEVRON_PASCAGOULA,Pascagoula,2019,VGO - Low Sulphur,DHCU,7.58,2.006,24.91,Heavy,0.00,Low
CHEVRON_PASCAGOULA,Pascagoula,2017,Atres,VDU,23.91,6.288,16.86,Heavy,3.06,High
CHEVRON_PASCAGOULA,Pascagoula,2017,I-Butane,IC4Imports,1.67,0.439,120.01,Light,,High
CHEVRON_PASCAGOULA,Pascagoula,2017,VGO - Low Sulphur,DHCU,7.58,1.993,24.91,Heavy,0.00,Low
CHEVRON_PASCAGOULA,Pascagoula,2018,Atres,VDU,23.91,6.221,16.86,Heavy,3.06,High
CHEVRON_PASCAGOULA,Pascagoula,2018,I-Butane,IC4Imports,0.79,0.206,120.01,Light,,High
CHEVRON_PASCAGOULA,Pascagoula,2018,VGO - Low Sulphur,DHCU,27.58,7.177,24.91,Heavy,0.00,Low
CHEVRON_PASCAGOULA,Pascagoula,2019,Atres,VDU,10.0,2.647,16.86,Heavy,3.06,High
CHEVRON_PASCAGOULA,Pascagoula,2020,VGO - Low Sulphur,DHCU,7.58,2.246,27.19,Heavy,0.50,Medium
CHEVRON_PASCAGOULA,Pascagoula,2019,I-Butane,IC4Imports,2.23,0.59,120.01,Light,,High
CHEVRON_PASCAGOULA,Pascagoula,2021,VGO - Low Sulphur,DHCU,3.0,0.856,27.19,Heavy,0.50,Medium
CHEVRON_PASCAGOULA,Pascagoula,2020,I-Butane,IC4Imports,0.99,0.294,120.01,Light,,High
CHEVRON_PASCAGOULA,Pascagoula,2021,Atres - High Sulphur,VDU,13.5,3.853,16.86,Heavy,3.06,High
CHEVRON_PASCAGOULA,Pascagoula,2021,I-Butane,IC4Imports,0.92,0.263,120.01,Light,,High
CHEVRON_PASCAGOULA,Pascagoula,2024,VGO - Low Sulphur,FCC,5.0,1.455,27.19,Heavy,0.50,Medium
CHEVRON_PASCAGOULA,Pascagoula,2024,I-Butane,IC4Imports,1.56,0.454,120.01,Light,,High
SINCLAIR_SINCLAIR,Sinclair,2022,Crude Veg Oils,HVOHT,6.75,9.059,23.99,Heavy,,High
SINCLAIR_SINCLAIR,Sinclair,2023,Crude Veg Oils,HVOHT,5.08,7.305,23.99,Heavy,,High
SINCLAIR_SINCLAIR,Sinclair,2021,HVO Feedstock,HVOHT,6.75,7.861,23.99,Heavy,,High
SINCLAIR_SINCLAIR,Sinclair,2024,Crude Veg Oils,HVOHT,5.08,5.498,23.99,Heavy,,High
CENOVUS_TOLEDO,Toledo Cenovus,2020,I-Butane,IC4imports,1.63,1.258,120.01,Light,,High
CENOVUS_TOLEDO,Toledo Cenovus,2023,I-Butane,IC4imports,1.07,1.275,120.01,Light,,High
CENOVUS_TOLEDO,Toledo Cenovus,2021,I-Butane,IC4imports,1.67,1.177,120.01,Light,,High
CENOVUS_TOLEDO,Toledo Cenovus,2019,I-Butane,IC4Imports,1.47,1.154,120.01,Light,,High
CENOVUS_TOLEDO,Toledo Cenovus,2018,I-Butane,IC4Imports,1.92,1.235,120.01,Light,,High
CENOVUS_TOLEDO,Toledo Cenovus,2017,I-Butane,IC4Imports,2.18,1.403,120.01,Light,,High
CENOVUS_TOLEDO,Toledo Cenovus,2022,I-Butane,IC4imports,0.72,0.978,120.01,Light,,High
CENOVUS_TOLEDO,Toledo Cenovus,2024,I-Butane,IC4imports,2.28,1.684,120.01,Light,,High
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,2020,Atres - High Sulphur,VDU,15.0,6.329,16.86,Heavy,3.06,High
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,2023,Atres - High Sulphur,VDU,30.0,10.721,16.86,Heavy,3.06,High
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,2021,Atres - High Sulphur,VDU,15.0,6.298,16.86,Heavy,3.06,High
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,2019,Atres,AtRes Spl,35.0,13.379,16.86,Heavy,3.06,High
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,2018,Atres,AtRes Spl,32.0,11.448,16.86,Heavy,3.06,High
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,2017,Atres,AtRes Spl,44.92,17.41,16.86,Heavy,3.06,High
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,2024,Atres - High Sulphur,VDU,40.0,13.868,16.86,Heavy,3.06,High
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,2022,Atres - High Sulphur,VDU,15.0,5.713,16.86,Heavy,3.06,High
PHILLIPS_SWEENY,Sweeny,2019,Atres,VDU,25.0,9.143,16.86,Heavy,3.06,High
PHILLIPS_SWEENY,Sweeny,2020,VGO - High Sulphur,CFHT,0.07,0.031,24.15,Heavy,1.60,High
PHILLIPS_SWEENY,Sweeny,2017,I-Butane,IC4Imports,4.63,1.741,120.01,Light,,High
PHILLIPS_SWEENY,Sweeny,2017,VGO - High Sulphur,FCC,0.07,0.028,24.91,Heavy,1.00,Medium
PHILLIPS_SWEENY,Sweeny,2018,Atres,VDU,18.5,6.554,16.86,Heavy,3.06,High
PHILLIPS_SWEENY,Sweeny,2018,I-Butane,IC4Imports,4.51,1.598,120.01,Light,,High
PHILLIPS_SWEENY,Sweeny,2018,VGO - High Sulphur,FCC,14.27,5.057,24.91,Heavy,1.00,Medium
PHILLIPS_SWEENY,Sweeny,2019,I-Butane,IC4Imports,3.69,1.348,120.01,Light,,High
PHILLIPS_SWEENY,Sweeny,2019,VGO - High Sulphur,FCC,5.0,1.829,24.91,Heavy,1.00,Medium
PHILLIPS_SWEENY,Sweeny,2020,I-Butane,IC4imports,4.23,1.747,120.01,Light,,High
PHILLIPS_SWEENY,Sweeny,2023,VGO - High Sulphur,CFHT,7.0,2.389,24.15,Heavy,1.60,High
PHILLIPS_SWEENY,Sweeny,2021,Atres - High Sulphur,VDU,12.0,4.817,16.86,Heavy,3.06,High
PHILLIPS_SWEENY,Sweeny,2021,I-Butane,IC4imports,3.24,1.302,120.01,Light,,High
PHILLIPS_SWEENY,Sweeny,2021,VGO - High Sulphur,CFHT,0.07,0.03,24.15,Heavy,1.60,High
PHILLIPS_SWEENY,Sweeny,2022,Atres - High Sulphur,VDU,12.0,4.196,16.86,Heavy,3.06,High
PHILLIPS_SWEENY,Sweeny,2022,I-Butane,IC4imports,3.66,1.28,120.01,Light,,High
PHILLIPS_SWEENY,Sweeny,2022,VGO - High Sulphur,CFHT,0.07,0.026,24.15,Heavy,1.60,High
PHILLIPS_SWEENY,Sweeny,2023,Atres - High Sulphur,VDU,12.0,4.096,16.86,Heavy,3.06,High
PHILLIPS_SWEENY,Sweeny,2023,I-Butane,IC4imports,4.57,1.56,120.01,Light,,High
PHILLIPS_SWEENY,Sweeny,2020,Atres - High Sulphur,VDU,12.0,4.952,16.86,Heavy,3.06,High
PHILLIPS_SWEENY,Sweeny,2024,VGO - High Sulphur,CFHT,15.0,5.049,24.15,Heavy,1.60,High
PHILLIPS_SWEENY,Sweeny,2024,I-Butane,IC4imports,4.14,1.392,120.01,Light,,High
PHILLIPS_SWEENY,Sweeny,2024,Atres - High Sulphur,VDU,20.0,6.732,16.86,Heavy,3.06,High
,Los Angeles Marathon,2023,VGO - High Sulphur,CFHT,17.0,5.078,24.15,Heavy,1.60,High
,Los Angeles Marathon,2022,VGO - High Sulphur,CFHT,17.0,4.87,24.15,Heavy,1.60,High
,Los Angeles Marathon,2021,VGO - High Sulphur,CFHT,9.5,2.865,24.15,Heavy,1.60,High
,Los Angeles Marathon,2020,VGO - High Sulphur,CFHT,11.52,3.663,24.15,Heavy,1.60,High
,Los Angeles Marathon,2024,VGO - High Sulphur,CFHT,17.0,4.614,24.15,Heavy,1.60,High
CVR_COFFEYVILLE,Coffeyville,2019,Naphtha,NHT,1.5,1.109,55.00,Light,0.20,Low
CVR_COFFEYVILLE,Coffeyville,2024,VGO - Low Sulphur,FCC,2.0,1.48,27.19,Heavy,0.50,Medium
CVR_COFFEYVILLE,Coffeyville,2024,I-Butane,IC4Imports,3.37,2.491,120.01,Light,,High
CVR_COFFEYVILLE,Coffeyville,2017,Naphtha,NHT,3.0,2.179,55.00,Light,0.20,Low
CVR_COFFEYVILLE,Coffeyville,2018,I-Butane,IC4Imports,3.16,2.348,120.01,Light,,High
CVR_COFFEYVILLE,Coffeyville,2024,Atres - High Sulphur,AtRes Spl,6.0,4.44,9.95,Heavy,2.88,High
CVR_COFFEYVILLE,Coffeyville,2019,I-Butane,IC4Imports,3.93,2.908,120.01,Light,,High
CVR_COFFEYVILLE,Coffeyville,2017,I-Butane,IC4Imports,3.1,2.255,120.01,Light,,High
CVR_COFFEYVILLE,Coffeyville,2020,I-Butane,IC4Imports,4.3,4.023,120.01,Light,,High
CVR_COFFEYVILLE,Coffeyville,2020,Naphtha,NHT,1.99,1.86,56.00,Light,,High
CVR_COFFEYVILLE,Coffeyville,2021,I-Butane,IC4Imports,1.39,1.134,120.01,Light,,High
CVR_COFFEYVILLE,Coffeyville,2022,I-Butane,IC4Imports,1.23,0.953,120.01,Light,,High
CVR_COFFEYVILLE,Coffeyville,2023,I-Butane,IC4Imports,2.79,2.107,120.01,Light,,High
CVR_COFFEYVILLE,Coffeyville,2023,VGO - Low Sulphur,FCC,6.5,4.913,27.19,Heavy,0.50,Medium
CVR_COFFEYVILLE,Coffeyville,2018,Naphtha,NHT,5.0,3.713,55.00,Light,0.20,Low
DELEK_EL_DORADO_AR,El Dorado Lion Oil,2024,I-Butane,IC4Imports,0.0,0.0,120.01,Light,,High
DELEK_EL_DORADO_AR,El Dorado Lion Oil,2017,VGO - High Sulphur,CFHT,4.28,5.498,15.41,Heavy,2.00,High
DELEK_EL_DORADO_AR,El Dorado Lion Oil,2018,VGO - High Sulphur,CFHT,1.31,1.973,15.41,Heavy,2.00,High
DELEK_EL_DORADO_AR,El Dorado Lion Oil,2019,VGO - High Sulphur,CFHT,1.58,2.815,15.41,Heavy,2.00,High
DELEK_EL_DORADO_AR,El Dorado Lion Oil,2020,I-Butane,IC4Imports,0.0,0.0,120.01,Light,,High
DELEK_EL_DORADO_AR,El Dorado Lion Oil,2020,VGO - High Sulphur,FCC,3.0,4.088,24.15,Heavy,1.60,High
DELEK_EL_DORADO_AR,El Dorado Lion Oil,2023,Atres - Low Sulphur,VDU,3.0,3.731,23.01,Heavy,0.37,Low
DELEK_EL_DORADO_AR,El Dorado Lion Oil,2024,Atres - High Sulphur,VDU,2.89,3.568,9.95,Heavy,2.88,High
XOM_BAYTOWN,Baytown,2023,VGO - High Sulphur,CFHT,18.7,3.157,24.15,Heavy,1.60,High
XOM_BAYTOWN,Baytown,2020,VGO - High Sulphur,CFHT,8.7,1.637,24.15,Heavy,1.60,High
XOM_BAYTOWN,Baytown,2020,VGO - Low Sulphur,FCC,4.0,0.752,27.19,Heavy,0.50,Medium
XOM_BAYTOWN,Baytown,2021,I-Butane,IC4imports,4.79,0.906,120.01,Light,,High
XOM_BAYTOWN,Baytown,2021,VGO - High Sulphur,CFHT,18.7,3.534,24.15,Heavy,1.60,High
XOM_BAYTOWN,Baytown,2021,VGO - Low Sulphur,FCC,14.0,2.646,27.19,Heavy,0.50,Medium
XOM_BAYTOWN,Baytown,2023,VGO - Low Sulphur,FCC,14.0,2.363,27.19,Heavy,0.50,Medium
XOM_BAYTOWN,Baytown,2022,VGO - Low Sulphur,FCC,14.0,2.488,27.19,Heavy,0.50,Medium
XOM_BAYTOWN,Baytown,2023,I-Butane,IC4imports,5.24,0.884,120.01,Light,,High
XOM_BAYTOWN,Baytown,2020,I-Butane,IC4imports,3.79,0.713,120.01,Light,,High
XOM_BAYTOWN,Baytown,2022,VGO - High Sulphur,CFHT,18.7,3.323,24.15,Heavy,1.60,High
XOM_BAYTOWN,Baytown,2023,VGO - Low Sulphur,DHCU,5.0,0.844,27.19,Heavy,0.50,Medium
XOM_BAYTOWN,Baytown,2020,Atres - High Sulphur,VDU,0.0,0.0,16.86,Heavy,3.06,High
XOM_BAYTOWN,Baytown,2024,VGO - Low Sulphur,FCC,80.0,12.44,27.19,Heavy,0.50,Medium
XOM_BAYTOWN,Baytown,2024,VGO - High Sulphur,CFHT,20.0,3.11,24.15,Heavy,1.60,High
XOM_BAYTOWN,Baytown,2019,VGO - Low Sulphur,FCC,40.0,7.07,27.19,Heavy,0.50,Medium
XOM_BAYTOWN,Baytown,2019,VGO - High Sulphur,CFHT,30.0,5.303,24.15,Heavy,1.60,High
XOM_BAYTOWN,Baytown,2019,I-Butane,IC4Imports,7.38,1.305,120.01,Light,,High
XOM_BAYTOWN,Baytown,2022,I-Butane,IC4imports,5.55,0.987,120.01,Light,,High
XOM_BAYTOWN,Baytown,2017,I-Butane,IC4Imports,5.21,1.024,120.01,Light,,High
XOM_BAYTOWN,Baytown,2019,Atres,VDU,35.0,6.186,16.86,Heavy,3.06,High
XOM_BAYTOWN,Baytown,2018,VGO - High Sulphur,FCC,60.0,10.517,24.15,Heavy,1.60,High
XOM_BAYTOWN,Baytown,2018,I-Butane,IC4Imports,5.32,0.933,120.01,Light,,High
XOM_BAYTOWN,Baytown,2018,Atres,VDU,0.0,0.0,16.86,Heavy,3.06,High
XOM_BAYTOWN,Baytown,2017,VGO - High Sulphur,FCC,8.7,1.71,20.65,Heavy,0.40,Low
XOM_BAYTOWN,Baytown,2017,Atres,VDU,0.0,0.0,16.86,Heavy,3.06,High
PHILLIPS_WESTLAKE,Lake Charles P66,2022,Atres - High Sulphur,VDU,6.0,2.71,16.86,Heavy,3.06,High
PHILLIPS_WESTLAKE,Lake Charles P66,2017,Atres,VDU,10.97,4.671,16.86,Heavy,3.06,High
PHILLIPS_WESTLAKE,Lake Charles P66,2017,VGO - Low Sulphur,RHT,2.38,1.012,24.91,Heavy,0.50,Medium
PHILLIPS_WESTLAKE,Lake Charles P66,2018,Atres,VDU,10.0,4.141,16.86,Heavy,3.06,High
PHILLIPS_WESTLAKE,Lake Charles P66,2018,VGO - High Sulphur,CFHT,1.5,0.621,24.91,Heavy,0.50,Medium
PHILLIPS_WESTLAKE,Lake Charles P66,2019,Atres,VDU,25.0,9.406,16.86,Heavy,3.06,High
PHILLIPS_WESTLAKE,Lake Charles P66,2020,Atres - High Sulphur,VDU,6.0,3.139,16.86,Heavy,3.06,High
PHILLIPS_WESTLAKE,Lake Charles P66,2021,Atres - High Sulphur,VDU,6.0,2.555,16.86,Heavy,3.06,High
HF_TULSA,Tulsa,2017,Atres,FCC,3.6,3.064,20.00,Heavy,2.50,High
HF_TULSA,Tulsa,2018,Atres,FCC,3.6,3.169,20.00,Heavy,2.50,High
HF_TULSA,Tulsa,2019,Atres,FCC,3.6,2.745,20.00,Heavy,2.50,High
HF_TULSA,Tulsa,2020,Atres - High Sulphur,VDU,3.6,2.886,16.86,Heavy,3.06,High
HF_TULSA,Tulsa,2024,VGO - Low Sulphur,FCC,7.0,5.979,27.19,Heavy,0.50,Medium
HF_TULSA,Tulsa,2024,Atres - High Sulphur,VDU,2.0,1.708,9.95,Heavy,2.88,High
TOTAL_PORT_ARTHUR,Port Arthur Total,2019,VGO - High Sulphur,CFHT,8.76,3.621,21.47,Heavy,1.84,High
TOTAL_PORT_ARTHUR,Port Arthur Total,2017,Atres,VDU,3.46,2.174,16.86,Heavy,3.06,High
TOTAL_PORT_ARTHUR,Port Arthur Total,2019,Atres,VDU,17.46,7.22,16.86,Heavy,3.06,High
TOTAL_PORT_ARTHUR,Port Arthur Total,2018,VGO - High Sulphur,CFHT,4.0,1.667,21.47,Heavy,1.84,High
TOTAL_PORT_ARTHUR,Port Arthur Total,2018,Atres,VDU,3.46,1.442,16.86,Heavy,3.06,High
TOTAL_PORT_ARTHUR,Port Arthur Total,2017,VGO - High Sulphur,CFHT,8.76,5.501,21.47,Heavy,1.84,High
TOTAL_PORT_ARTHUR,Port Arthur Total,2020,Atres - High Sulphur,VDU,3.46,2.611,16.86,Heavy,3.06,High
TOTAL_PORT_ARTHUR,Port Arthur Total,2020,VGO - High Sulphur,CFHT,8.76,6.606,24.15,Heavy,1.60,High
HF_EL_DORADO_KS,El Dorado Frontier,2024,Butane,NC4Imports,2.42,1.679,112.47,Light,,High
HF_EL_DORADO_KS,El Dorado Frontier,2022,VGO - High Sulphur,LVGO Spl,9.0,5.919,24.15,Heavy,1.60,High
HF_EL_DORADO_KS,El Dorado Frontier,2023,VGO - High Sulphur,LVGO Spl,5.0,3.777,24.15,Heavy,1.60,High
HF_EL_DORADO_KS,El Dorado Frontier,2018,VGO - High Sulphur,LVGO Spl,8.0,5.43,18.00,Heavy,0.50,Medium
HF_EL_DORADO_KS,El Dorado Frontier,2022,Butane,NC4Imports,2.12,1.391,112.47,Light,,High
HF_EL_DORADO_KS,El Dorado Frontier,2023,Butane,NC4Imports,2.58,1.946,112.47,Light,,High
HF_EL_DORADO_KS,El Dorado Frontier,2019,VGO - High Sulphur,LVGO Spl,6.0,4.532,18.00,Heavy,0.50,Medium
HF_EL_DORADO_KS,El Dorado Frontier,2017,VGO - High Sulphur,LVGO Spl,8.0,5.142,18.00,Heavy,0.50,Medium
HF_EL_DORADO_KS,El Dorado Frontier,2020,VGO - High Sulphur,LVGO Spl,8.0,6.249,24.15,Heavy,1.60,High
HF_EL_DORADO_KS,El Dorado Frontier,2021,VGO - High Sulphur,LVGO Spl,8.0,5.815,24.15,Heavy,1.60,High
DELEK_TYLER,Tyler,2018,I-Butane,IC4Imports,0.81,1.153,120.01,Light,,High
DELEK_TYLER,Tyler,2019,I-Butane,IC4Imports,0.91,1.271,120.01,Light,,High
DELEK_TYLER,Tyler,2020,I-Butane,IC4Imports,0.34,0.66,120.01,Light,,High
DELEK_TYLER,Tyler,2021,I-Butane,IC4Imports,0.8,1.174,120.01,Light,,High
DELEK_TYLER,Tyler,2022,I-Butane,IC4Imports,0.86,1.169,120.01,Light,,High
DELEK_TYLER,Tyler,2023,I-Butane,IC4Imports,0.67,0.989,120.01,Light,,High
DELEK_TYLER,Tyler,2017,I-Butane,IC4Imports,0.84,1.196,120.01,Light,,High
DELEK_TYLER,Tyler,2024,I-Butane,IC4Imports,0.72,0.986,120.01,Light,,High
HF_ANACORTES,Puget Sound,2022,I-Butane,IC4imports,1.39,1.254,120.01,Light,,High
HF_ANACORTES,Puget Sound,2023,I-Butane,IC4imports,1.66,1.37,120.01,Light,,High
HF_ANACORTES,Puget Sound,2021,I-Butane,IC4imports,1.44,1.27,120.01,Light,,High
HF_ANACORTES,Puget Sound,2020,I-Butane,IC4imports,1.23,1.238,120.01,Light,,High
HF_ANACORTES,Puget Sound,2017,I-Butane,IC4Imports,2.38,1.841,120.01,Light,,High
HF_ANACORTES,Puget Sound,2018,I-Butane,IC4Imports,1.99,1.591,120.01,Light,,High
HF_ANACORTES,Puget Sound,2019,I-Butane,IC4Imports,2.12,1.526,120.01,Light,,High
HF_ANACORTES,Puget Sound,2024,I-Butane,IC4imports,1.5,1.529,120.01,Light,,High
,Cheyenne,2017,I-Butane,IC4Imports,1.23,2.879,120.01,Light,,High
,Cheyenne,2018,I-Butane,IC4Imports,1.44,3.548,120.01,Light,,High
,Cheyenne,2019,I-Butane,IC4Imports,1.25,3.024,120.01,Light,,High
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,2017,VGO - Low Sulphur,RFCC,2.5,3.851,20.00,Heavy,2.00,High
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,2018,VGO - Low Sulphur,RFCC,2.5,4.183,20.00,Heavy,2.00,High
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,2019,VGO - Low Sulphur,RFCC,2.5,4.049,20.00,Heavy,2.00,High
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,2020,I-Butane,IC4Imports,2.68,4.435,120.01,Light,,High
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,2020,VGO - Low Sulphur,RFCC,2.5,4.135,27.19,Heavy,0.50,Medium
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,2021,I-Butane,IC4Imports,2.58,3.955,120.01,Light,,High
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,2021,VGO - Low Sulphur,RFCC,2.5,3.837,27.19,Heavy,0.50,Medium
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,2022,I-Butane,IC4Imports,2.69,4.428,120.01,Light,,High
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,2022,VGO - Low Sulphur,RFCC,2.5,4.118,27.19,Heavy,0.50,Medium
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,2023,I-Butane,IC4Imports,0.98,1.694,120.01,Light,,High
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,2024,I-Butane,IC4Imports,1.05,1.688,120.01,Light,,High
PHILLIPS_PONCA_CITY,Ponca City,2021,VGO - High Sulphur,CFHT,5.0,2.587,24.15,Heavy,1.60,High
PHILLIPS_PONCA_CITY,Ponca City,2023,VGO - High Sulphur,CFHT,5.0,2.262,24.15,Heavy,1.60,High
PHILLIPS_PONCA_CITY,Ponca City,2023,I-Butane,IC4imports,2.6,1.177,120.01,Light,,High
PHILLIPS_PONCA_CITY,Ponca City,2022,I-Butane,IC4imports,2.64,1.317,120.01,Light,,High
PHILLIPS_PONCA_CITY,Ponca City,2021,I-Butane,IC4imports,2.47,1.277,120.01,Light,,High
PHILLIPS_PONCA_CITY,Ponca City,2020,VGO - High Sulphur,CFHT,5.0,2.741,24.15,Heavy,1.60,High
PHILLIPS_PONCA_CITY,Ponca City,2020,I-Butane,IC4imports,2.1,1.149,120.01,Light,,High
PHILLIPS_PONCA_CITY,Ponca City,2019,I-Butane,IC4Imports,2.08,0.929,120.01,Light,,High
PHILLIPS_PONCA_CITY,Ponca City,2018,I-Butane,IC4Imports,2.38,1.076,120.01,Light,,High
PHILLIPS_PONCA_CITY,Ponca City,2017,I-Butane,IC4Imports,2.18,1.039,120.01,Light,,High
PHILLIPS_PONCA_CITY,Ponca City,2022,VGO - High Sulphur,CFHT,5.0,2.494,24.15,Heavy,1.60,High
PHILLIPS_PONCA_CITY,Ponca City,2024,VGO - High Sulphur,CFHT,5.0,2.449,24.15,Heavy,1.60,High
PHILLIPS_PONCA_CITY,Ponca City,2024,I-Butane,IC4imports,1.95,0.954,120.01,Light,,High
VALERO_LOS_ANGELES,Wilmington Valero,2019,VGO - Low Sulphur,CFHT,27.04,25.663,20.65,Heavy,0.40,Low
VALERO_LOS_ANGELES,Wilmington Valero,2023,I-Butane,IC4imports,1.89,1.994,120.01,Light,,High
VALERO_LOS_ANGELES,Wilmington Valero,2022,VGO - High Sulphur,CFHT,10.0,11.8,24.15,Heavy,1.60,High
VALERO_LOS_ANGELES,Wilmington Valero,2022,I-Butane,IC4imports,1.66,1.962,120.01,Light,,High
VALERO_LOS_ANGELES,Wilmington Valero,2021,VGO - High Sulphur,CFHT,10.0,12.687,24.15,Heavy,1.60,High
VALERO_LOS_ANGELES,Wilmington Valero,2021,I-Butane,IC4imports,1.64,2.077,120.01,Light,,High
VALERO_LOS_ANGELES,Wilmington Valero,2020,I-Butane,IC4imports,1.91,1.976,120.01,Light,,High
VALERO_LOS_ANGELES,Wilmington Valero,2023,VGO - High Sulphur,CFHT,10.0,10.578,24.15,Heavy,1.60,High
VALERO_LOS_ANGELES,Wilmington Valero,2019,I-Butane,IC4Imports,7.51,7.127,120.01,Light,,High
VALERO_LOS_ANGELES,Wilmington Valero,2018,VGO - Low Sulphur,CFHT,27.04,23.981,20.65,Heavy,0.40,Low
VALERO_LOS_ANGELES,Wilmington Valero,2018,I-Butane,IC4Imports,8.08,7.166,120.01,Light,,High
