padd,refinery,unit,series_label,dataset_id,date,value,frequency,aspect,aspect_subtype,category,category_subtype,country,country_iso,forecast_start_date,lifecycle_stage,release_date,source,sub_region,asset_id
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2025-11-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2025-12-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2026-01-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2026-02-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2026-03-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2026-04-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2026-05-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2026-06-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2026-07-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2026-08-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2026-09-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2026-10-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2026-11-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baton Rouge,kbbl_d,Monthly refinery nameplate capacity for US: Baton Rouge in kb/d,570357,2026-12-01,540.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2864
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2023-01-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2023-02-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2023-03-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2023-04-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2023-05-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2023-06-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2023-07-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2023-08-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2023-09-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2023-10-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2023-11-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2023-12-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2024-01-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2024-02-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2024-03-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2024-04-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2024-05-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2024-06-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2024-07-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2024-08-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2024-09-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2024-10-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2024-11-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2024-12-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2025-01-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2025-02-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2025-03-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2025-04-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2025-05-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2025-06-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2025-07-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2025-08-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2025-09-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2025-10-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2025-11-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2025-12-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2026-01-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2026-02-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2026-03-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2026-04-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2026-05-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2026-06-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2026-07-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2026-08-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2026-09-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2026-10-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2026-11-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Baytown,kbbl_d,Monthly refinery nameplate capacity for US: Baytown in kb/d,570358,2026-12-01,580.2,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2865
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2023-01-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2023-02-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2023-03-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2023-04-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2023-05-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2023-06-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2023-07-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2023-08-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2023-09-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2023-10-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2023-11-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2023-12-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2024-01-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2024-02-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2024-03-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2024-04-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2024-05-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2024-06-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2024-07-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2024-08-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2024-09-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2024-10-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2024-11-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2024-12-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2025-01-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2025-02-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2025-03-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2025-04-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2025-05-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2025-06-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2025-07-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2025-08-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2025-09-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2025-10-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2025-11-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2025-12-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2026-01-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2026-02-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2026-03-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2026-04-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2026-05-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2026-06-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2026-07-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2026-08-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2026-09-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2026-10-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2026-11-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Bayway,kbbl_d,Monthly refinery nameplate capacity for US: Bayway in kb/d,570359,2026-12-01,258.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2866
NA,Beaumont,kbbl_d,Monthly refinery nameplate capacity for US: Beaumont in kb/d,570360,2023-01-01,384.40000000000003,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2867
NA,Beaumont,kbbl_d,Monthly refinery nameplate capacity for US: Beaumont in kb/d,570360,2023-02-01,384.40000000000003,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2867
NA,Beaumont,kbbl_d,Monthly refinery nameplate capacity for US: Beaumont in kb/d,570360,2023-03-01,392.46451612903223,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2867
NA,Beaumont,kbbl_d,Monthly refinery nameplate capacity for US: Beaumont in kb/d,570360,2023-04-01,634.4,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2867
NA,Beaumont,kbbl_d,Monthly refinery nameplate capacity for US: Beaumont in kb/d,570360,2023-05-01,634.4,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2867
NA,Beaumont,kbbl_d,Monthly refinery nameplate capacity for US: Beaumont in kb/d,570360,2023-06-01,634.4,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2867
NA,Beaumont,kbbl_d,Monthly refinery nameplate capacity for US: Beaumont in kb/d,570360,2023-07-01,634.4,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2867
NA,Beaumont,kbbl_d,Monthly refinery nameplate capacity for US: Beaumont in kb/d,570360,2023-08-01,634.4,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2867
NA,Beaumont,kbbl_d,Monthly refinery nameplate capacity for US: Beaumont in kb/d,570360,2023-09-01,634.4,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2867
NA,Beaumont,kbbl_d,Monthly refinery nameplate capacity for US: Beaumont in kb/d,570360,2023-10-01,634.4,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2867
NA,Beaumont,kbbl_d,Monthly refinery nameplate capacity for US: Beaumont in kb/d,570360,2023-11-01,634.4,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2867
NA,Beaumont,kbbl_d,Monthly refinery nameplate capacity for US: Beaumont in kb/d,570360,2023-12-01,634.4,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2867
NA,Beaumont,kbbl_d,Monthly refinery nameplate capacity for US: Beaumont in kb/d,570360,2024-01-01,634.4,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,2867
